Vehicle Type,Make,Model,Year,Price,Milleage,District,published date
Car,Toyota,Vios,2008.0,"Rs. 6,800,000",150000.0,Kandy,2025-12-14
Motorbike,Yamaha,V90,1997.0,"Rs. 118,000",,Kandy,2025-12-14
Car,Suzuki,Wagon R Stingray,2014.0,"Rs. 5,625,000",130000.0,Panadura,2025-12-14
Car,Suzuki,ALTO,2015.0,"Rs. 3,590,000",110000.0,Galle,2025-12-14
Motorbike,Yamaha,Ray Zr,2025.0,"Rs. 689,900",,Trincomalee,2025-12-14
Pickup,Mahindra,Bolero,2016.0,"Rs. 4,150,000",84500.0,Puttalam,2025-12-14
Car,Toyota,Aqua X Urban,2015.0,Negotiable,98000.0,Jaffna,2025-12-14
Car,Nissan,FB14,1996.0,"Rs. 2,925,000",,Matugama,2025-12-14
Motorbike,Honda,Grazia,2018.0,"Rs. 535,000",35500.0,Tangalle,2025-12-14
Car,Toyota,Axio G Grade,2008.0,Negotiable,153000.0,Nugegoda,2025-12-14
Motorbike,Yamaha,Tw 225,2014.0,"Rs. 885,000",29000.0,Badulla,2025-12-14
Car,Toyota,Belta,2008.0,"Rs. 6,500,000",148000.0,Kottawa,2025-12-14
Car,Toyota,Premio,2019.0,"Rs. 17,800,000",54000.0,Nugegoda,2025-12-14
SUV,Honda,Vezel Z Orange,2015.0,"Rs. 9,875,000",135000.0,Nugegoda,2025-12-14
Motorbike,Honda,48cc,2020.0,"Rs. 165,000",140.0,Kandy,2025-12-14
Car,Honda,FIT Gp1 Moon Roof,2013.0,Negotiable,144000.0,Galle,2025-12-14
Car,Honda,Grace Ex High Grade,2016.0,"Rs. 9,775,000",146000.0,Balangoda,2025-12-14
Car,Honda,Grace Ex,2015.0,"Rs. 8,675,000",160.0,Kandy,2025-12-14
Car,Toyota,Premio G Superior,2011.0,"Rs. 9,975,000",166500.0,Nugegoda,2025-12-14
Van,Toyota,Townace CR26,1985.0,"Rs. 2,450,000",1111.0,Divulapitiya,2025-12-14
Car,Toyota,Aqua,2014.0,Negotiable,49000.0,Gampaha,2025-12-14
Car,Suzuki,ALTO,2015.0,"Rs. 3,625,000",133000.0,Galle,2025-12-14
Three Wheel,Bajaj,RE,2006.0,"Rs. 820,000",,Matale,2025-12-14
Car,Nissan,N16 Super Saloon N17,2011.0,"Rs. 4,800,000",240000.0,Homagama,2025-12-14
Three Wheel,Bajaj,RE,2020.0,"Rs. 1,685,000",600000.0,Gampaha,2025-12-14
Motorbike,Hero,Pleasure,2010.0,"Rs. 220,000",32154.0,Kandy,2025-12-14
Car,Daihatsu,Mira X Grade,2023.0,"Rs. 6,650,000",5000.0,Kadawatha,2025-12-14
Van,Toyota,Noah Kr42,2002.0,"Rs. 735,000",3455.0,Wennappuwa,2025-12-14
Car,Volvo,S40,2003.0,"Rs. 3,500,000",167532.0,Kandy,2025-12-14
Car,Honda,Fit Gp1 Navi Premium,2012.0,"Rs. 6,450,000",169000.0,Kesbewa,2025-12-14
Car,Suzuki,Wagon R FX Hybride,2024.0,"Rs. 8,100,000",1650.0,Kadawatha,2025-12-06
Motorbike,Honda,Grazia,2020.0,"Rs. 570,000",40567.0,Horana,2025-12-13
Car,Toyota,Roomy,2023.0,"Rs. 8,275,000",60000.0,Katunayake,2025-12-06
Car,Volvo,S40,2003.0,"Rs. 3,500,000",167532.0,Kandy,2025-12-14
Car,Toyota,Prius,2012.0,Negotiable,203000.0,Ja-Ela,2025-12-14
Car,Toyota,Belta,2011.0,Negotiable,129500.0,Gampaha,2025-12-14
Car,Nissan,March,2003.0,"Rs. 3,195,000",122000.0,Matara,2025-12-14
Motorbike,Bajaj,135,2010.0,"Rs. 340,000",12345.0,Kurunegala,2025-12-14
Pickup,Toyota,HILUX SMART CAB,2010.0,"Rs. 7,550,000",201000.0,Divulapitiya,2025-12-14
Car,Honda,Grace Ex,2016.0,"Rs. 9,675,000",108000.0,Maharagama,2025-12-14
Tractor,Kubota,Vikyno RV125,2021.0,"Rs. 590,000",,Hambantota,2025-12-14
Motorbike,Hero,Pleasure,2012.0,"Rs. 260,000",34000.0,Kandy,2025-12-14
Van,Mitsubishi,L300,1981.0,"Rs. 1,385,000",,Kuliyapitiya,2025-12-14
Motorbike,Suzuki,GN125,2025.0,"Rs. 575,000",5600.0,Kalawana,2025-12-14
Car,Toyota,Soluna,2001.0,"Rs. 3,350,000",210000.0,Ambalangoda,2025-12-14
Car,Toyota,Vitz KSP130 Safety Edition,2015.0,"Rs. 7,550,000",81500.0,Kandy,2025-12-14
Car,Suzuki,Alto,2016.0,"Rs. 3,985,000",109000.0,Kandy,2025-12-14
Lorry,Isuzu,Isuzu,1988.0,"Rs. 1,175,000",,Ratnapura,2025-12-14
Car,Mitsubishi,Lancer,1979.0,"Rs. 365,000",265000.0,Badulla,2025-12-14
Car,Mitsubishi,Lancer EX,2013.0,"Rs. 9,700,000",194960.0,Panadura,2025-12-14
SUV,Toyota,Harrier Hybrid,2008.0,Negotiable,149000.0,Colombo,2025-12-14
Tractor,Kubota,K75,1986.0,"Rs. 375,000",50.0,Kurunegala,2025-12-14
Motorbike,TVS,RAIDAR 125 EFI,2025.0,"Rs. 342,000",2.0,Tangalle,2025-12-14
Motorbike,Yamaha,Ray ZR,2017.0,"Rs. 450,000",37565.0,Kurunegala,2025-12-14
SUV,Micro,REXTON,2013.0,"Rs. 13,500,000",154000.0,Colombo,2025-12-14
Car,Suzuki,Alto,2016.0,"Rs. 3,700,000",3.0,Ja-Ela,2025-12-14
SUV,Mahindra,Kuv 100,2023.0,"Rs. 6,800,000",21000.0,Pannipitiya,2025-12-14
Motorbike,Hero,Passion Plus,2007.0,"Rs. 148,000",35000.0,Kurunegala,2025-12-14
Van,Suzuki,Every Wagon Da62,2006.0,"Rs. 3,650,000",157000.0,Mawanella,2025-12-14
Car,Toyota,Carina,1998.0,"Rs. 5,150,000",273000.0,Kegalle,2025-12-14
Car,Micro,Panda,2015.0,"Rs. 3,175,000",29000.0,Matara,2025-12-14
Car,Toyota,Allion 240,2006.0,"Rs. 6,900,000",,Galle,2025-12-14
Pickup,Toyota,Hilux CHAMP,2015.0,"Rs. 11,200,000",248000.0,Gampaha,2025-12-14
Motorbike,Bajaj,CT-100,2014.0,"Rs. 360,000",45000.0,Kandy,2025-12-14
Three Wheel,Bajaj,RE 2 STROKE,2003.0,Negotiable,63580.0,Kurunegala,2025-12-14
Motorbike,Honda,Dio,2014.0,Negotiable,71000.0,Matara,2025-12-14
Car,Suzuki,Alto,2015.0,"Rs. 3,750,000",130000.0,Matugama,2025-12-14
Car,Toyota,Axio,2013.0,"Rs. 8,900,000",150000.0,Kottawa,2025-12-14
Motorbike,Hero,Pleasure,2014.0,"Rs. 290,000",,Beruwala,2025-12-14
Car,Tata,NANO,2011.0,"Rs. 1,385,000",132250.0,Kurunegala,2025-12-14
Car,Nissan,Sunny B310,1979.0,"Rs. 620,000",,Horana,2025-12-14
Lorry,Mitsubishi,Canter,1994.0,Negotiable,,Ratnapura,2025-12-14
Car,Toyota,Vitz Special Edition 3,2018.0,"Rs. 8,350,000",76000.0,Matale,2025-12-14
Motorbike,Hero,Pleasure,2014.0,"Rs. 345,000",35000.0,Piliyandala,2025-12-13
Car,Nissan,Dayz Highway Star G-Turbo Propilot S-Hybrid,2023.0,"Rs. 8,490,000",3100.0,Matara,2025-12-13
Car,Toyota,Axio X Grade,2007.0,"Rs. 7,260,000",184000.0,Colombo,2025-12-05
Car,Suzuki,Baleno,2019.0,"Rs. 8,000,000",58000.0,Kottawa,2025-12-08
Lorry,Isuzu,Isuzu,2002.0,Negotiable,,Divulapitiya,2025-12-14
Three Wheel,Bajaj,RE,2013.0,"Rs. 1,350,000",,Horana,2025-12-14
Car,Mitsubishi,Lancer Box,1980.0,"Rs. 1,250,000",98000.0,Balangoda,2025-12-14
Car,Micro,Panda,2013.0,"Rs. 2,550,000",98000.0,Kurunegala,2025-12-14
SUV,Mitsubishi,Pajero Mk2,1994.0,"Rs. 9,000,000",382400.0,Colombo,2025-12-14
Pickup,Toyota,Hilux LN 107 SSR X,1992.0,Negotiable,1.0,Matara,2025-12-14
Car,Mazda,Familia,1993.0,"Rs. 1,475,000",,Homagama,2025-12-14
Car,Suzuki,Maruti 800,2006.0,"Rs. 1,895,000",89000.0,Dehiwala-Mount-Lavinia,2025-12-14
Bus,Ashok-Leyland,Asana 58,2015.0,Negotiable,,Colombo,2025-12-14
Car,Honda,City,2003.0,"Rs. 4,350,000",225000.0,Maharagama,2025-12-14
Three Wheel,Bajaj,RE,2010.0,"Rs. 1,145,000",75875.0,Kottawa,2025-12-14
Car,Toyota,ROOMY CUSTOM G,2025.0,"Rs. 11,600,000",,Kandy,2025-12-14
Car,Suzuki,Swift,2004.0,"Rs. 4,500,000",214000.0,Gampaha,2025-12-14
Pickup,Toyota,Hilux Vigo Thailand,2007.0,Negotiable,189965.0,Embilipitiya,2025-12-14
Car,Toyota,Vios,2003.0,"Rs. 5,450,000",183600.0,Negombo,2025-12-14
Car,Toyota,Allion 240,2002.0,"Rs. 6,325,000",186500.0,Chilaw,2025-12-14
SUV,Honda,Vezel,2015.0,"Rs. 9,850,000",83300.0,Piliyandala,2025-12-14
Car,Suzuki,Liana,2003.0,"Rs. 3,200,000",210000.0,Malabe,2025-12-14
Van,Nissan,Vanette,2006.0,"Rs. 4,875,000",160000.0,Galle,2025-12-14
Motorbike,TVS,Aphce RTR Model 200,2018.0,"Rs. 750,000",50883.0,Kadugannawa,2025-12-14
Motorbike,Yamaha,TW 200,2017.0,Negotiable,25410.0,Kurunegala,2025-12-14
Car,Suzuki,Wagon R CUSTOM ZT TURBO,2024.0,"Rs. 9,350,000",1750.0,Kandy,2025-12-14
Three Wheel,Bajaj,4 Stroke,2007.0,"Rs. 1,050,000",,Kandy,2025-12-14
Car,Toyota,Vitz Safety,2020.0,Negotiable,92000.0,Avissawella,2025-12-14
Motorbike,Honda,Benly Chassis 150 OD5,2000.0,Negotiable,100985.0,Panadura,2025-12-14
Car,Nissan,Caravan,1999.0,"Rs. 9,600,000",312000.0,Colombo,2025-12-14
Car,Nissan,March Ak11,2007.0,"Rs. 4,400,000",108567.0,Kadawatha,2025-12-14
Motorbike,Yamaha,TW 225,2012.0,Negotiable,35410.0,Kurunegala,2025-12-14
Car,Daihatsu,Mira,2023.0,"Rs. 6,100,000",27000.0,Kandy,2025-12-14
Car,Suzuki,Alto,2011.0,"Rs. 3,200,000",104900.0,Colombo,2025-12-14
SUV,BYD,Sealion 6 Superior,2025.0,"Rs. 20,500,000",2000.0,Ambalangoda,2025-12-14
Car,Kia,Picanto Full Spec,2016.0,"Rs. 5,390,000",57000.0,Colombo,2025-12-14
Motorbike,Hero,Pasari,2010.0,Negotiable,120125.0,Kandy,2025-12-14
Pickup,Toyota,HILUX SPORTIVO,2016.0,"Rs. 19,000,000",110000.0,Ragama,2025-12-14
Car,Suzuki,Alto,2014.0,"Rs. 3,725,000",72750.0,Kandy,2025-12-14
Motorbike,TVS,Xl100,2025.0,"Rs. 170,000",2.0,Tangalle,2025-12-14
Car,Nissan,FB15,2001.0,"Rs. 3,975,000",186789.0,Matale,2025-12-14
Three Wheel,Bajaj,RE,2016.0,"Rs. 1,520,000",60000.0,Kandy,2025-12-14
Motorbike,Suzuki,Haojue,2020.0,"Rs. 610,000",31000.0,Ratnapura,2025-12-14
Pickup,Toyota,Hilux Vigo Champ G,2015.0,"Rs. 16,800,000",216000.0,Negombo,2025-12-14
Car,Toyota,Vitz SCP90,2007.0,"Rs. 5,565,000",194000.0,Colombo,2025-12-11
Motorbike,Bajaj,PULSAR 135,2011.0,"Rs. 188,000",41000.0,Kegalle,2025-12-14
SUV,Mitsubishi,Montero,2015.0,"Rs. 24,500,000",76000.0,Boralesgamuwa,2025-12-14
Car,Nissan,Dayz Highway Star X Hybrid,2024.0,"Rs. 8,350,000",4000.0,Colombo,2025-12-14
Pickup,Toyota,HILUX SPORTIVO,2015.0,"Rs. 18,500,000",120000.0,Ragama,2025-12-14
SUV,Toyota,CHR NGX 10,2018.0,"Rs. 13,375,000",72150.0,Kandy,2025-12-14
SUV,DFSK,580 Luxury,2020.0,"Rs. 8,250,000",80000.0,Ragama,2025-12-14
Motorbike,Other,Pleasure,2013.0,"Rs. 310,000",,Kurunegala,2025-12-14
Car,Volkswagen,Beetal,1958.0,"Rs. 190,000",,Bandaragama,2025-12-14
Lorry,Toyota,Dyna,1992.0,"Rs. 1,850,000",250000.0,Kadawatha,2025-12-14
Lorry,Mahindra,Maxximo Plus,2013.0,"Rs. 1,450,000",125000.0,Moratuwa,2025-12-14
Lorry,Tata,Dimo Batta,2009.0,Negotiable,,Anuradapura,2025-12-14
Motorbike,Bajaj,Discover 125,2015.0,"Rs. 410,000",19000.0,Kurunegala,2025-12-14
Motorbike,Yamaha,Fz Version 2.0,2019.0,"Rs. 860,000",82000.0,Galle,2025-12-14
Car,Suzuki,Celerio,2015.0,"Rs. 4,790,000",110000.0,Nugegoda,2025-12-14
Car,Suzuki,Alto 800 LXI,2015.0,"Rs. 3,650,000",115000.0,Matara,2025-12-14
Motorbike,Yamaha,FZ Version 3.0,2020.0,"Rs. 850,000",40000.0,Matara,2025-12-14
Three Wheel,Bajaj,2 Stroke,1994.0,Negotiable,,Gampola,2025-12-14
Lorry,Tata,Dimo Batta,2014.0,Negotiable,,Anuradapura,2025-12-14
Car,Suzuki,Alto Lxi,2015.0,"Rs. 3,590,000",112000.0,Galle,2025-12-14
Motorbike,Yamaha,Fz Version 3.0,2019.0,"Rs. 875,000",37000.0,Galle,2025-12-14
Van,Toyota,CR27,1992.0,Negotiable,123456.0,Kandy,2025-12-14
Pickup,Toyota,HILUX ROCCO,2018.0,"Rs. 19,500,000",98000.0,Ragama,2025-12-14
Car,Toyota,AE100 SE LIMITED,1996.0,Negotiable,250000.0,Homagama,2025-12-14
Motorbike,Bajaj,Pulsar 135,2011.0,"Rs. 248,000",1111.0,Ja-Ela,2025-12-14
Car,Toyota,Aqua,2012.0,"Rs. 7,250,000",200000.0,Ratnapura,2025-12-14
Motorbike,Hero,Pesari,2010.0,Negotiable,120158.0,Kandy,2025-12-14
Lorry,Isuzu,250 Single 10.5,1983.0,"Rs. 2,150,000",,Matara,2025-12-14
Motorbike,Honda,C50,2009.0,"Rs. 298,000",22345.0,Kurunegala,2025-12-14
Van,Toyota,Dolphin Super GL 113,1997.0,"Rs. 9,000,000",357526.0,Dambulla,2025-12-14
Car,Suzuki,WAGON R STINGRAY,2014.0,"Rs. 5,690,000",1401500.0,Kandy,2025-12-14
Car,Suzuki,Swift,2010.0,"Rs. 6,390,000",125000.0,Chilaw,2025-12-14
Car,Suzuki,Alto Lxi,2012.0,"Rs. 3,025,000",76500.0,Galle,2025-12-14
Car,Toyota,Allion,2007.0,"Rs. 8,500,000",114000.0,Bentota,2025-12-14
Car,Suzuki,Wagon R,2017.0,"Rs. 5,800,000",80000.0,Marawila,2025-12-14
Motorbike,Bajaj,Discover 150,2010.0,"Rs. 230,000",54367.0,Kiribathgoda,2025-12-14
Motorbike,Bajaj,Pulsar 150,2016.0,"Rs. 538,000",74000.0,Mirigama,2025-12-14
Car,Nissan,Trad Sunny HB12,1985.0,"Rs. 1,750,000",200000.0,Mawanella,2025-12-14
Motorbike,Bajaj,Pulsar,2015.0,Negotiable,46500.0,Ratnapura,2025-12-14
Van,Toyota,Lotto Super Extra,1993.0,"Rs. 5,200,000",180000.0,Kelaniya,2025-12-14
Pickup,Toyota,HILUX,2007.0,"Rs. 12,000,000",207000.0,Ragama,2025-12-14
Three Wheel,Bajaj,RE,2003.0,Negotiable,,Kurunegala,2025-12-14
SUV,Mahindra,Kuv 100,2020.0,"Rs. 5,490,000",78000.0,Matara,2025-12-14
Car,Nissan,Bluebird,1988.0,"Rs. 450,000",245800.0,Tangalle,2025-12-14
Car,Daihatsu,TAFT G Dark Chrome Venture Turbo,2023.0,Negotiable,8400.0,Colombo,2025-12-06
Car,Suzuki,Wagon R Stingray,2015.0,"Rs. 5,750,000",194000.0,Bentota,2025-12-10
Car,Daihatsu,Mira X Limited LED Version,2023.0,"Rs. 6,650,000",10000.0,Colombo,2025-12-14
Car,Suzuki,Spacia Flair Wagon Custom Style XT,2024.0,"Rs. 9,000,000",8716.0,Colombo,2025-12-14
Car,Suzuki,Wagon R Stingray Safety Hybrid,2018.0,"Rs. 7,995,000",24000.0,Horana,2025-12-14
Van,Isuzu,Fargo,1985.0,"Rs. 1,575,000",,Kaduwela,2025-12-14
Motorbike,Bajaj,Platina,2011.0,"Rs. 230,000",,Hambantota,2025-12-14
Car,Toyota,Prius,2012.0,"Rs. 8,900,000",180000.0,Moneragala,2025-12-14
Motorbike,Bajaj,Pulsar 160,2015.0,"Rs. 425,000",1234.0,Colombo,2025-12-14
Motorbike,Honda,Dio,2018.0,"Rs. 545,000",36000.0,Negombo,2025-12-14
Motorbike,Bajaj,Pulsar 150,2018.0,"Rs. 595,000",72560.0,Matara,2025-12-14
Car,Toyota,Vitz 3rd Edition,2019.0,"Rs. 8,950,000",66000.0,Kelaniya,2025-12-14
Car,Suzuki,Maruti,2008.0,"Rs. 2,150,000",65000.0,Matara,2025-12-14
Motorbike,Bajaj,CT-100,2006.0,"Rs. 230,000",,Badulla,2025-12-14
Three Wheel,Bajaj,4 Stroke,2015.0,"Rs. 1,580,000",74500.0,Colombo,2025-12-14
Tractor,Kubota,Sifang,2008.0,"Rs. 230,000",255.0,Anuradapura,2025-12-14
Car,Toyota,Corolla 110,1997.0,Negotiable,120000.0,Kuliyapitiya,2025-12-14
Motorbike,Honda,GRAZEYA,2019.0,"Rs. 520,000",,Kurunegala,2025-12-14
Tractor,Massey-Ferguson,135d,1996.0,"Rs. 1,500,000",,Anuradapura,2025-12-14
Motorbike,Bajaj,Discover,2010.0,"Rs. 388,000",36589.0,Kurunegala,2025-12-14
Motorbike,Honda,Dio,2017.0,"Rs. 485,000",46390.0,Matara,2025-12-14
Lorry,Tata,Dimo Batta,2011.0,"Rs. 1,745,000",139000.0,Kuliyapitiya,2025-12-14
Car,Audi,A3 Sportback S Line,2023.0,"Rs. 19,225,000",13500.0,Colombo,2025-12-14
Car,Toyota,Aqua GS Sport,2014.0,"Rs. 8,575,000",65000.0,Avissawella,2025-12-14
SUV,Nissan,Cab,1985.0,"Rs. 2,375,000",282000.0,Mirigama,2025-12-14
SUV,Toyota,Raize Z,2023.0,"Rs. 12,300,000",24900.0,Panadura,2025-12-14
Bus,Isuzu,Journey,1980.0,"Rs. 1,500,000",100000.0,Kadawatha,2025-12-14
Motorbike,Bajaj,125M,2014.0,"Rs. 360,000",60000.0,Anuradapura,2025-12-14
Lorry,Isuzu,Nhr69e,2004.0,Negotiable,186405.0,Kandy,2025-12-14
Van,Mitsubishi,L400,1995.0,Negotiable,255.0,Nittambuwa,2025-12-14
Car,Daihatsu,MIRA G GRADE,2024.0,"Rs. 7,050,000",,Nugegoda,2025-12-14
Car,Toyota,Corolla Ke55,1978.0,"Rs. 455,000",52412.0,Gampaha,2025-12-14
Motorbike,Bajaj,Discover 135,2010.0,Negotiable,40000.0,Matara,2025-12-14
Van,DFSK,MINIBUS V27,2015.0,"Rs. 3,375,000",75000.0,Dehiwala-Mount-Lavinia,2025-12-14
Motorbike,TVS,Ntrop,2020.0,"Rs. 485,000",25000.0,Kurunegala,2025-12-14
Motorbike,Yamaha,Fz Version 2.0,2015.0,"Rs. 715,000",56000.0,Matara,2025-12-14
Van,Mercedes-Benz,Vito 116,2016.0,"Rs. 19,000,000",235000.0,Kadawatha,2025-12-14
Car,Datsun,B211,1987.0,"Rs. 1,275,000",,Panadura,2025-12-14
Car,Nissan,FB13,1992.0,"Rs. 2,150,000",,Bandaragama,2025-12-14
Car,Toyota,Passo Moda,2016.0,"Rs. 6,950,000",55000.0,Matara,2025-12-14
Car,Toyota,Premio NZT260 G SUPERIOR,2019.0,"Rs. 17,500,000",53500.0,Battaramulla,2025-12-14
Motorbike,Yamaha,Fz Version 2,2018.0,Negotiable,43500.0,Negombo,2025-12-14
Car,Toyota,Prius,2011.0,"Rs. 8,750,000",198000.0,Piliyandala,2025-12-14
Motorbike,Suzuki,Gixxer,2019.0,"Rs. 590,000",57000.0,Kottawa,2025-12-14
Car,Toyota,Axio 141,2010.0,"Rs. 7,800,000",207000.0,Rajagiriya,2025-12-11
Motorbike,Bajaj,Discover 150,2012.0,Negotiable,50000.0,Beruwala,2025-12-14
Car,Suzuki,Wagon R,2017.0,"Rs. 5,900,000",105000.0,Matugama,2025-12-13
Motorbike,TVS,Scooty Pep Plus,2012.0,"Rs. 188,000",41000.0,Kegalle,2025-12-13
Car,Nissan,FB14,1994.0,"Rs. 2,790,000",170000.0,Matara,2025-12-14
Motorbike,Bajaj,Pulsar 150,2015.0,Negotiable,45000.0,Gampaha,2025-12-14
Van,Nissan,Vanette,2002.0,"Rs. 6,600,000",23056.0,Kuliyapitiya,2025-12-14
Car,Honda,Fit Gp1 Navi Premium,2012.0,"Rs. 6,450,000",169000.0,Kesbewa,2025-12-14
Tractor,Massey-Ferguson,240,1987.0,Negotiable,,Chilaw,2025-12-14
Motorbike,Bajaj,CT-100,2016.0,"Rs. 430,500",57840.0,Puttalam,2025-12-14
Motorbike,Suzuki,GN125 H,2018.0,"Rs. 745,000",60000.0,Homagama,2025-12-14
Motorbike,Hero-Honda,Hunk,2010.0,"Rs. 235,000",36000.0,Dehiwala-Mount-Lavinia,2025-12-14
Car,Toyota,Vitz,2019.0,"Rs. 8,975,000",39900.0,Kegalle,2025-12-14
,Toyota,Ee103,1995.0,"Rs. 2,700,000",179000.0,Ratnapura,2025-12-14
Tractor,Kubota,RK 80,1996.0,"Rs. 550,000",,Kandy,2025-12-14
Motorbike,Bajaj,Pulsar 135,2012.0,Negotiable,63000.0,Kandy,2025-12-14
Motorbike,Hero,Pleasure,2018.0,"Rs. 385,000",51000.0,Maharagama,2025-12-14
Motorbike,TVS,Wego,2017.0,"Rs. 445,000",38548.0,Kurunegala,2025-12-14
SUV,Honda,Vezel Z Play Moonroof,2024.0,"Rs. 19,900,000",6000.0,Colombo,2025-12-14
Car,Volkswagen,Polo R-Line,2023.0,"Rs. 12,950,000",20000.0,Colombo,2025-12-14
Car,Honda,Grace Ex,2015.0,Negotiable,123000.0,Kandy,2025-12-14
Motorbike,TVS,Raider,2024.0,"Rs. 680,000",18803.0,Dehiwala-Mount-Lavinia,2025-12-14
Car,Toyota,Premio G Superior,2019.0,"Rs. 17,600,000",48000.0,Negombo,2025-12-14
Car,Perodua,Viva Elite,2011.0,"Rs. 4,250,000",112000.0,Galle,2025-12-14
Car,Suzuki,Alto,2015.0,"Rs. 3,790,000",101000.0,Hanwella,2025-12-14
Motorbike,Yamaha,FZ-16,2013.0,"Rs. 160,000",57000.0,Kandy,2025-12-14
Motorbike,Yamaha,TW 200,2016.0,Negotiable,38560.0,Kurunegala,2025-12-14
Motorbike,Bajaj,Discover 125M,2014.0,"Rs. 270,000",670000.0,Kiribathgoda,2025-12-14
Car,Toyota,Vitz,2008.0,Negotiable,1.0,Colombo,2025-12-14
Motorbike,Bajaj,CT-100,2017.0,"Rs. 435,000",45000.0,Anuradapura,2025-12-14
Car,Toyota,Allion 260,2013.0,"Rs. 10,800,000",180000.0,Ragama,2025-12-14
SUV,Toyota,Raize Hybrid Z Grade,2024.0,"Rs. 13,290,000",10700.0,Mirigama,2025-12-14
Tractor,TAFE,45DI,2012.0,"Rs. 2,000,000",58903.0,Vavuniya,2025-12-14
Van,Suzuki,Every Wagon Turbo,2018.0,Negotiable,52000.0,Kandy,2025-12-14
Car,Nissan,FB13 Doctor Sunny,1993.0,"Rs. 2,075,000",1234.0,Chilaw,2025-12-14
Car,Suzuki,Wagon R Stingray,2014.0,"Rs. 5,690,000",100000.0,Panadura,2025-12-14
SUV,Hyundai,Santa Fe,2008.0,Negotiable,1.0,Ja-Ela,2025-12-14
Motorbike,Yamaha,Wr250x,2017.0,"Rs. 2,500,000",4000.0,Gampaha,2025-12-14
Motorbike,TVS,Scooty Pep,2010.0,"Rs. 148,000",45888.0,Gampaha,2025-12-14
Motorbike,Bajaj,Cy 100,2011.0,"Rs. 275,000",41258.0,Kurunegala,2025-12-14
Motorbike,Hero,Pleasure,2010.0,Negotiable,58632.0,Galle,2025-12-14
Motorbike,Other,Royal Enfield,2024.0,"Rs. 2,250,000",600.0,Nittambuwa,2025-12-14
Motorbike,Suzuki,Burgman,2019.0,"Rs. 720,000",86582.0,Beruwala,2025-12-14
SUV,Toyota,Prado 150,2011.0,"Rs. 26,900,000",,Kandy,2025-12-14
SUV,Toyota,RAIZE,2025.0,"Rs. 14,500,000",,Welisara,2025-12-08
Car,Toyota,Tank Custom GT,2018.0,"Rs. 8,450,000",98000.0,Ambalangoda,2025-12-12
SUV,Daihatsu,Rocky G Premim,2023.0,"Rs. 13,950,000",18537.0,Polgahawela,2025-12-11
Motorbike,Bajaj,PULSAR N160,2024.0,"Rs. 880,000",10500.0,Battaramulla,2025-12-13
Car,Volkswagen,Passat B5.5,2001.0,Negotiable,160000.0,Kegalle,2025-12-14
Van,Toyota,Noah Kr42,2007.0,"Rs. 10,500,000",155000.0,Nugegoda,2025-12-14
Lorry,Tata,Dimo Batta HT,2010.0,"Rs. 1,525,000",100000.0,Gampaha,2025-12-14
Van,Nissan,Vanette,1994.0,"Rs. 3,470,000",111111.0,Kelaniya,2025-12-14
Car,Suzuki,Maruti Esteem,1998.0,"Rs. 1,850,000",100000.0,Kaduwela,2025-12-14
Car,Toyota,ALLION 240,2006.0,Negotiable,165000.0,Bandarawela,2025-12-14
Car,Suzuki,Alto Japan,2008.0,"Rs. 4,000,000",132000.0,Matugama,2025-12-14
Car,Suzuki,0773781398,2018.0,"Rs. 7,050,000",68000.0,Mirigama,2025-12-14
Motorbike,Hero,Dash,2016.0,"Rs. 235,000",35000.0,Galle,2025-12-14
Car,Suzuki,Alto Japan,2016.0,"Rs. 5,325,000",87000.0,Colombo,2025-12-14
Car,Toyota,110,1997.0,"Rs. 2,950,000",123456.0,Bandaragama,2025-12-14
Car,Nissan,FB12,1990.0,"Rs. 2,050,000",1250000.0,Kurunegala,2025-12-14
Car,Toyota,Dx Wagon Ke72,1986.0,Negotiable,1234.0,Mirigama,2025-12-14
Van,Toyota,KDH SUPER GL,2017.0,"Rs. 26,500,000",161000.0,Ragama,2025-12-14
Car,Nissan,Wingroad Y12,2007.0,"Rs. 4,865,000",198000.0,Negombo,2025-12-14
Motorbike,Bajaj,Discover 100,2010.0,"Rs. 255,000",86000.0,Kurunegala,2025-12-14
Car,Toyota,Corolla 121,2003.0,"Rs. 5,500,000",300000.0,Kandy,2025-12-14
Motorbike,Bajaj,Pulsar 150,2005.0,"Rs. 225,000",65000.0,Kandy,2025-12-14
Three Wheel,Bajaj,RE,1994.0,"Rs. 540,000",1234.0,Tangalle,2025-12-14
Motorbike,Suzuki,GN125 H,2012.0,"Rs. 490,000",65000.0,Homagama,2025-12-14
Lorry,Toyota,Dyna,1998.0,"Rs. 3,375,000",,Gampaha,2025-12-14
Car,Toyota,Corona AT170,1993.0,"Rs. 1,890,000",200000.0,Avissawella,2025-12-14
Car,Micro,Panda 1.0,2015.0,Negotiable,75000.0,Minuwangoda,2025-12-14
Motorbike,TVS,Ntorq,2019.0,Negotiable,,Galle,2025-12-14
Lorry,Toyota,Tipper,1994.0,Negotiable,,Matara,2025-12-14
Car,Nissan,Trad Sunny HB12,1989.0,"Rs. 1,575,000",,Nittambuwa,2025-12-14
Car,Honda,Fit Gp1,2013.0,Negotiable,122000.0,Tangalle,2025-12-14
Motorbike,Honda,Dio 48,2023.0,Negotiable,5800.0,Kurunegala,2025-12-14
