Make,Model,YOM,Price,Mileage,Engine CC,Fuel Type,URL
toyota,N/A,2025,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsToyota RAIZE 1000CC Z GRADE MODESLLISTA KITTED 2025 SUV (Used)Posted by Isuru on 2025-12-14 2:08 pm Nugegoda< BackContact077 779 2262Price 13300000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeToyotaModelRAIZE 1000CC Z GRADE MODESLLISTA KITTEDYOM2025Mileage (km)300GearAutomaticFuel TypePetrolOptionsAIR CONDITIONPOWER STEERINGPOWER MIRRORPOWER WINDOWEngine (cc)1000Details“NEW ARRIVAL” BRAND NEW!TOYOTA RAIZE 1000CC Z GRADE MODESLLISTA KITTED 2025- BRAND NEW ( Only 300km )- ⁠FACTORY FITTED MODELLISTA KIT- PEARL WHITE / SHINING WHITE PEARL- 1000CC TURBO- 2 TONE BLACK TOP- ⁠4 WAY CAMERA- MULTIFUNCTIONAL STEERING WHEEL- TWO TONE INTERIOR ( RED & BLACK )- FULLY SAFTEY SYSTEM- ANDROID AND APPLE CAR PLAY- DIGITAL CLUSTER- KEYLESS ENTRY- PUSH START- BREAK HOLD- ELECTRONIC HAND BREAK- FRONT AND BACK PARKING SENSORS- ADAPTIVE CRUISE CONTROL- REAR REFLECTOR FOG- REAR WIPER- ⁠POWER MODE13300000AND MORE…07777922626 Views⚠Report a Problem☆Save Ad to FavoriteToyota SUVs in Sri LankaToyota RAIZE 1000CC Z GRADE MODESLLISTA KITTED SUVs in Sri LankaToyota RAIZE 1000CC Z GRADE MODESLLISTA KITTED 2025 SUVs in Sri LankaToyota RAIZE 1000CC Z GRADE MODESLLISTA KITTED SUVs in Nugegoda Sri LankaPlayadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/toyota-raize-1000cc-sale-nugegoda-10893457
bajaj,N/A,2007,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsBajaj Discover 2007 Motorbike Brand NewPosted by Sumith on 2025-12-14 2:04 pm Homagama< BackContact071 490 6006Price 245000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.2146 සිට ලීසිං පහසුකම්.MakeBajajModelDiscoverYOM2007Mileage (km)71220Engine (cc)125Start TypeKick / ElectricDetailsBAJAJ DISCOVERY 125CC NEW BATTERY AND NEW TYRES ORIGINAL  MILAGE RECORD AVAILABLE 2ND  OWNER NO ACCIDENT LIGHT KIKSELECT START SIGNAL LIGHT  BREAK LIGHT HEAD DIM LIGHTMETRES WORKING ORIGINAL BOOK.27 Views⚠Report a Problem☆Save Ad to FavoriteBajaj Motorbikes in Sri LankaBajaj Discover Motorbikes in Sri LankaBajaj Discover 2007 Motorbikes in Sri LankaBajaj Discover Motorbikes in Homagama Sri Lankaadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,125,N/A,https://riyasewana.com/buy/bajaj-discover-sale-homagama-10893441
tvs,N/A,2012,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsTVS TVS 2012 Motorbike (Used)Posted by Lahiru Sandaruwan on 2025-12-14 2:11 pm Kurunegala< BackContact078 485 6682Price 145000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.2146 සිට ලීසිං පහසුකම්.MakeTVSModelTVSYOM2012Mileage (km)35000Engine (cc)Start TypeKick / ElectricDetails-12 Views⚠Report a Problem☆Save Ad to FavoriteTVS Motorbikes in Sri LankaTVS TVS Motorbikes in Sri LankaTVS TVS 2012 Motorbikes in Sri LankaTVS TVS Motorbikes in Kurunegala Sri Lankaadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,start type,N/A,https://riyasewana.com/buy/tvs-tvs-sale-kurunegala-10893471
suzuki,N/A,2014,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsSuzuki Every Wagon 2014 Van (Used)Posted by Ekanayake on 2025-12-14 2:05 pm Kurunegala< BackContact077 321 4725Price 5750000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeSuzukiModelEvery WagonYOM2014Mileage (km)103350GearAutomaticFuel TypePetrolOptionsAIR CONDITIONPOWER STEERINGPOWER MIRRORPOWER WINDOWEngine (cc)650DetailsPersonally used mint conditionDual side power doorNew batteryAuto stepAndroid playerSeat heatersAll options smoothly working17 Views⚠Report a Problem☆Save Ad to FavoriteSuzuki Vans in Sri LankaSuzuki Every Wagon Vans in Sri LankaSuzuki Every Wagon 2014 Vans in Sri LankaSuzuki Every Wagon Vans in Kurunegala Sri Lankaadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/suzuki-every-wagon-sale-kurunegala-10893444
honda,N/A,2010,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsHonda CRZ 2010 Car (Used)Posted by Sesatha Auto Kadawatha on 2025-12-14 1:29 pm Kadawatha< BackContact077 731 6279Price 6150000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeHondaModelCRZYOM2010Mileage (km)120000GearAutomaticFuel TypeHybridOptionsAIR CONDITION POWER STEERING POWER MIRROR POWER WINDOWEngine (cc)1498Detailsmanufacture 2010registered 2012full option hybrid Auto gearmutifunction paddle shiftcruze controloriginal interrial good running condition car for sale price is negotiate after inspection 0777316279 kadawatha66 Views⚠Report a Problem☆Save Ad to FavoriteHonda Cars in Sri LankaHonda CRZ Cars in Sri LankaHonda CRZ 2010 Cars in Sri LankaHonda CRZ Cars in Kadawatha Sri Lankaadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/honda-crz-sale-kadawatha-10893274
bajaj,N/A,2016,N/A,N/A,125,N/A,https://riyasewana.com/buy/bajaj-125-sale-ampara-10893461
honda,N/A,2017,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsHonda Dio 2017 Motorbike (Used)Posted by Wings on 2025-12-14 2:11 pm Matale< BackContact075 045 4565Price 545000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.2146 සිට ලීසිං පහසුකම්.MakeHondaModelDioYOM2017Mileage (km)31425Engine (cc)110Start TypeKick / ElectricDetailsORIGINAL PAINTLOW MILLAGESHOW ROOM CONDITIONJUST BUY AND RIDE7 Views⚠Report a Problem☆Save Ad to FavoriteHonda Motorbikes in Sri LankaHonda Dio Motorbikes in Sri LankaHonda Dio 2017 Motorbikes in Sri LankaHonda Dio Motorbikes in Matale Sri Lankaadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,110,N/A,https://riyasewana.com/buy/honda-dio-sale-matale-10893474
suzuki,N/A,2019,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsPremium AdSuzuki Baleno 2019 Car (Used)Posted by Wijesundera‪‬ on 2025-12-08 10:04 am Kottawa< BackContact070 305 8380Price 8000000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeSuzukiModelBalenoYOM2019Mileage (km)58000GearAutomaticFuel TypePetrolOptionsAIR CONDITION POWER STEERING POWER WINDOWEngine (cc)1000DetailsSuzuki Baleno 2019 TurboKey Details:Manufacturing Year: 2019Mileage: 58000 kmOwnership: 1st OwnerService History: Regularly serviced full maintenance records available - engine tuneup gear box oil change doneTires: Brand new set recently fitted and front new break padsRed interior leather seatsApple car playAuto ACKeyless entry push start auto lightsNewly fitted batteryLocation: PannipitiyaAsking Price: 8 millionContact: 0703058380936 Views⚠Report a Problem☆Save Ad to FavoriteSuzuki Cars in Sri LankaSuzuki Baleno Cars in Sri LankaSuzuki Baleno 2019 Cars in Sri LankaSuzuki Baleno Cars in Kottawa Sri Lankaadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/suzuki-baleno-sale-kottawa-10862762
honda,N/A,2018,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsHonda Grace Sensing 2018 Car (Used)Posted by Dush Carz Ent on 2025-12-14 1:21 pm Kurunegala< BackContact071 910 0555Price 10750000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeHondaModelGrace SensingYOM2018Mileage (km)120000GearAutomaticFuel TypeHybridOptionsAIR CONDITION POWER STEERING POWER MIRROR POWER WINDOWEngine (cc)1500DetailsGrace new shell model 2017register 20192nd owner(both doctors)DVD japanReverse camera japanauto brakemultifunctioncruise controlalloy wheelLED headlightsfuel consumption 28dual clutch rereplaced( with warrenty)Brandnew tyresService record2 keysDual clutch warrenty available40 Views⚠Report a Problem☆Save Ad to FavoriteHonda Cars in Sri LankaHonda Grace Sensing Cars in Sri LankaHonda Grace Sensing 2018 Cars in Sri LankaHonda Grace Sensing Cars in Kurunegala Sri Lankaadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/honda-grace-sensing-sale-kurunegala-10893224
toyota,N/A,2019,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsToyota Axio Wxb CBL 2019 Car (Used)Posted by Maduka on 2025-12-14 1:37 pm Hambantota< BackContact070 233 7639Price 13750000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeToyotaModelAxio Wxb CBLYOM2019Mileage (km)110000GearAutomaticFuel TypePetrolOptionsAIR CONDITION POWER STEERING POWER MIRROR POWER WINDOWEngine (cc)1490DetailsToyota Axio WxbManufacture 2019Register 2019Perl whiteBlack interiorAuto driveOriginal millageA-Z Records (sterling maintain )Interior condition 100%Original paintමිල ගනන් සාකච්ඡා කරගත හැක45 Views⚠Report a Problem☆Save Ad to FavoriteToyota Cars in Sri LankaToyota Axio Wxb CBL Cars in Sri LankaToyota Axio Wxb CBL 2019 Cars in Sri LankaToyota Axio Wxb CBL Cars in Hambantota Sri LankaPlayadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/toyota-axio-wxb-sale-hambantota-10893307
toyota,N/A,1998,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsToyota Corolla 110 1998 Car (Used)Posted by Sandaruwan Wijesooriya on 2025-12-14 1:34 pm Kurunegala< BackContact077 059 0511Price 42900000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeToyotaModelCorolla 110YOM1998Mileage (km)220000GearAutomaticFuel TypeDieselOptionsAIR CONDITION POWER STEERING POWER MIRROR POWER WINDOWEngine (cc)2000Details1998register 2002full options Autogood conditionskurunegala33 Views⚠Report a Problem☆Save Ad to FavoriteToyota Cars in Sri LankaToyota Corolla 110 Cars in Sri LankaToyota Corolla 110 1998 Cars in Sri LankaToyota Corolla 110 Cars in Kurunegala Sri LankaPlayadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/toyota-corolla-110-sale-kurunegala-10893296
hero,N/A,2018,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsHero Maestro 2018 Motorbike (Used)Posted by Lochana on 2025-12-14 2:09 pm Kadawatha< BackContact075 636 5188Price 248000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.2146 සිට ලීසිං පහසුකම්.MakeHeroModelMaestroYOM2018Mileage (km)45000Engine (cc)110Start TypeKick / ElectricDetailsEngine 100%Clear documentCl me0760415357078726051013 Views⚠Report a Problem☆Save Ad to FavoriteHero Motorbikes in Sri LankaHero Maestro Motorbikes in Sri LankaHero Maestro 2018 Motorbikes in Sri LankaHero Maestro Motorbikes in Kadawatha Sri Lankaadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,110,N/A,https://riyasewana.com/buy/hero-maestro-sale-kadawatha-10893466
suzuki,N/A,2014,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsSuzuki WAGON R FZ 2014 Car (Used)Posted by Family Cars Malabe on 2025-12-14 1:24 pm Malabe< BackContact071 769 2246Price 6390000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeSuzukiModelWAGON R FZYOM2014Mileage (km)98600GearAutomaticFuel TypePetrolOptionsAIR CONDITION POWER STEERING POWER MIRROR POWER WINDOWEngine (cc)650DetailsSUZUKI WAGON R FZ 💥මූලික ගෙවීම ලක්ශ 18/=  ගෙවා ලීසිං පහසුකම් ලබා ගත හැක.💥MANUFACTURED YEAR 2014REGISTERED YEAR 20152 PREVIOUS OWNER✅ AIR CONDITION✅ POWER STEERING✅ POWER SHUTTER✅ POWER MIRROR✅ RETRACTABLE MIRROR✅ ALLOY WHEELS✅ DUAL AIRBAGS✅ FULL OPTIONS✅ PUSH START✅ SAFETY✅ ABS✅ REVERSE CAMERA✅ REVERSE SENSOR6390000 LKR98600 KMNO ERRORJUST BUY AND RIDE📌  NO.318/2F NEW KANDY ROAD MALABE📍NEAR CHANDRIKA KUMARATHUNGA MAWATHAWe warmly welcome you all to partner with us to bring color to your dream vehicle.Visit us at🌐 familycars.lk📧 info@familycars.lkConnect us on ☎+94777353344+94717692246+94772216990+94715319577+94112407555+94112407888to get in touch with the latest updates.#dontdreamitdriveit  #familycarsmalabe44 Views⚠Report a Problem☆Save Ad to FavoriteSuzuki Cars in Sri LankaSuzuki WAGON R FZ Cars in Sri LankaSuzuki WAGON R FZ 2014 Cars in Sri LankaSuzuki WAGON R FZ Cars in Malabe Sri Lankaadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/suzuki-wagon-r-sale-malabe-10893244
nissan,N/A,2004,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsNissan N16 2004 Car (Used)Posted by Ishini on 2025-12-14 2:09 pm Kandy< BackContact077 876 0866Price 4495000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeNissanModelN16YOM2004Mileage (km)0GearAutomaticFuel TypePetrolOptionsAIR CONDITION POWER STEERING POWER MIRROR POWER WINDOWEngine (cc)1500DetailsFull option.doctor kenek pawichchi karanne.ada kurunagal pannalin wahane baluwaki.satiye dawas wala kandy hospital eka lagin baliya hakiya.10 Views⚠Report a Problem☆Save Ad to FavoriteNissan Cars in Sri LankaNissan N16 Cars in Sri LankaNissan N16 2004 Cars in Sri LankaNissan N16 Cars in Kandy Sri Lankaadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/nissan-n16-sale-kandy-10893465
honda,N/A,2012,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsHonda Fit GP1 2012 Car (Used)Posted by Hashith Fernando on 2025-12-14 2:07 pm Kottawa< BackContact077 961 8513Price 6590000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeHondaModelFit GP1YOM2012Mileage (km)124639GearAutomaticFuel TypePetrolOptionsAIR CONDITION POWER STEERING POWER MIRROR POWER WINDOWEngine (cc)1300Details2013 RegistedSmart key10” Android Player with Reverse cameraNot oil burn chassi rangeSporty Allow wheelsRear SpoilerFog lightAuto lightWell maintained vehicle11 Views⚠Report a Problem☆Save Ad to FavoriteHonda Cars in Sri LankaHonda Fit GP1 Cars in Sri LankaHonda Fit GP1 2012 Cars in Sri LankaHonda Fit GP1 Cars in Kottawa Sri LankaPlayadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/honda-fit-gp1-sale-kottawa-10893454
suzuki,N/A,2011,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsSuzuki Maruti 800 2011 Car (Used)Posted by Dilanka Gunasekara on 2025-12-14 2:10 pm Piliyandala< BackContact077 337 2213Price 2350000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeSuzukiModelMaruti 800YOM2011Mileage (km)117000GearManualFuel TypePetrolOptionsAIR CONDITIONEngine (cc)800DetailsSuzuki Maruti 8002011 Brand new2nd ownerA/C perfectGood tyersGood batteryGood paintOriginal seat set with seat coversaccident freewell maintain carPrice negotiable inspection only18 Views⚠Report a Problem☆Save Ad to FavoriteSuzuki Cars in Sri LankaSuzuki Maruti 800 Cars in Sri LankaSuzuki Maruti 800 2011 Cars in Sri LankaSuzuki Maruti 800 Cars in Piliyandala Sri LankaPlayadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/suzuki-maruti-800-sale-piliyandala-10893469
suzuki,N/A,2005,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsSuzuki Swift Beetle 2005 Car (Used)Posted by Sachith on 2025-12-14 1:27 pm Piliyandala< BackContact077 374 1712Price 4650000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeSuzukiModelSwift BeetleYOM2005Mileage (km)199000GearAutomaticFuel TypePetrolOptionsAIR CONDITION POWER STEERING POWER MIRROR POWER WINDOWEngine (cc)1320Details*2005 Suzuki Swift beetle*1300cc japan 🇯🇵*4th owner*200000km genuine mileage *Emission test reports available*Running engine interior  exterior tires in good condition*Expecting 46.5/- price can be negotiate after inspection*Vehicle can see from piliyandala*Please contact me through077374171265 Views⚠Report a Problem☆Save Ad to FavoriteSuzuki Cars in Sri LankaSuzuki Swift Beetle Cars in Sri LankaSuzuki Swift Beetle 2005 Cars in Sri LankaSuzuki Swift Beetle Cars in Piliyandala Sri LankaPlayadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/suzuki-swift-beetle-sale-piliyandala-10893261
bajaj,N/A,2012,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsBajaj Discover 150 2012 Motorbike (Used)Posted by Sadun on 2025-12-14 2:07 pm Ja-Ela< BackContact078 236 9753Price 275000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.2146 සිට ලීසිං පහසුකම්.MakeBajajModelDiscover 150YOM2012Mileage (km)221111Engine (cc)150Start TypeKick / ElectricDetailsDiscovery 150 ❤️Enjin 💯 aluthin sada etha✅🧀Running 💯Bettry / tyar/ self start ✅Document clar ✅Price -2.75Location -ja elaContact -0782369753/07581271042 Views⚠Report a Problem☆Save Ad to FavoriteBajaj Motorbikes in Sri LankaBajaj Discover 150 Motorbikes in Sri LankaBajaj Discover 150 2012 Motorbikes in Sri LankaBajaj Discover 150 Motorbikes in Ja-Ela Sri Lankaadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,150,N/A,https://riyasewana.com/buy/bajaj-discover-150-sale-ja-ela-10893455
bajaj,N/A,2006,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsBajaj 2 Stroke 2006 Three Wheel (Used)Posted by Nuwandarshana on 2025-12-14 2:13 pm Nittambuwa< BackContact076 771 5357Price 300000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.2146 සිට ලීසිං පහසුකම්.MakeBajajModel2 StrokeYOM2006Mileage (km)1212GearManualFuel TypePetrolOptions-Engine (cc)145Details07677153570740264851දැනට ෆිනෑන්ස් නැතමූලික ගෙවීම 3i22 Views⚠Report a Problem☆Save Ad to FavoriteBajaj Three Wheels in Sri LankaBajaj 2 Stroke Three Wheels in Sri LankaBajaj 2 Stroke 2006 Three Wheels in Sri LankaBajaj 2 Stroke Three Wheels in Nittambuwa Sri Lankaadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/bajaj-2-stroke-sale-nittambuwa-10893482
bajaj,N/A,2010,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsBajaj Re 2010 Three Wheel (Used)Posted by Chaminda on 2025-12-14 2:08 pm Warakapola< BackContact077 764 8029Price 1020000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.2146 සිට ලීසිං පහසුකම්.MakeBajajModelReYOM2010Mileage (km)68000GearManualFuel TypePetrolOptions-Engine (cc)175DetailsFinance නැහැ.අඩුපාඩු නැහැ.දාවන තත්වය 100%යි. අතේ 1යි60ක් තියෙනම් finance ඒකක් දාල දෙන්නම්. Finance දාල ගන්න අයට පමණි  කෑගල්ල ගම්පහ කුරුණෑගල නුවර දිස්ත්‍රික්කයේ අයනම් වඩාත් හොඳයි.19 Views⚠Report a Problem☆Save Ad to FavoriteBajaj Three Wheels in Sri LankaBajaj Re Three Wheels in Sri LankaBajaj Re 2010 Three Wheels in Sri LankaBajaj Re Three Wheels in Warakapola Sri Lankaadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/bajaj-re-sale-warakapola-10893460
micro,N/A,2012,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsMicro Panda 2012 Car (Used)Posted by Chamini on 2025-12-14 1:30 pm Panadura< BackContact076 980 1500Price 2675000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeMicroModelPandaYOM2012Mileage (km)83000GearManualFuel TypePetrolOptionsAIR CONDITION POWER STEERING POWER MIRROR POWER WINDOWEngine (cc)1300DetailsPanda 1.33 rd ownerDvd playerCentral lock remote keyBrand new tyerAC 💯Interior 💯Running 💯0️⃣7️⃣6️⃣9️⃣8️⃣0️⃣1️⃣5️⃣0️⃣0️⃣☎️30 Views⚠Report a Problem☆Save Ad to FavoriteMicro Cars in Sri LankaMicro Panda Cars in Sri LankaMicro Panda 2012 Cars in Sri LankaMicro Panda Cars in Panadura Sri Lankaadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/micro-panda-sale-panadura-10893279
toyota,N/A,2010,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsToyota Premio 2010 Car (Used)Posted by BINURA on 2025-12-14 1:24 pm Kurunegala< BackContact072 894 8935Price 10500000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeToyotaModelPremioYOM2010Mileage (km)131000GearAutomaticFuel TypePetrolOptionsAIR CONDITIONPOWER STEERINGPOWER MIRRORPOWER WINDOWEngine (cc)1500DetailsToyota Premio G SuperiorYOM-2010YOR-2012Genuine mileage 131000 kmMultifunction steering wheelRetractable mirrorsNew tyresPush startKeyless entryRear Wiper31 Views⚠Report a Problem☆Save Ad to FavoriteToyota Cars in Sri LankaToyota Premio Cars in Sri LankaToyota Premio 2010 Cars in Sri LankaToyota Premio Cars in Kurunegala Sri LankaPlayadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/toyota-premio-sale-kurunegala-10893240
toyota,N/A,2017,Post Free Vehicle AdLoginEdit My AdLeasing OfferContact UsContributeBuyCarsBuySUVsBuyVansBuyMotorbikesBuyLorriesBuyThree WheelBuyPickupsBuyHeavy-DutyBuySpare PartsPremium AdToyota Tank 2017 Car (Used)Posted by Chinthaka on 2025-11-26 4:58 pm Katunayake< BackContact071 806 7737Price 7650000Get LeasingCentral Finance වෙතින් මාසික වාරිකය රු.1885 සිට ලීසිං පහසුකම්.MakeToyotaModelTankYOM2017Mileage (km)82000GearAutomaticFuel TypePetrolOptionsAIR CONDITION POWER STEERING POWER MIRROR POWER WINDOWEngine (cc)1000Details2nd Owner Home Use Genuine Milage/Records available New Tyre New Battery (Yuasa) Untouched Sparewheel907 Views⚠Report a Problem☆Save Ad to FavoriteToyota Cars in Sri LankaToyota Tank Cars in Sri LankaToyota Tank 2017 Cars in Sri LankaToyota Tank Cars in Katunayake Sri Lankaadstudio.cloudCopyright © Riyasewana Lanka (Pvt) Ltd.Terms & Conditions|Privacy Policy,N/A,N/A,N/A,https://riyasewana.com/buy/toyota-tank-sale-katunayake-10821912
