Class of Vehicle,Make/Manufa. Name,Model,Country,Fuel Used,Cylinder Capacity,District,Registration Status,YOM,No of vehicle,Model_Code,Clean_Name
CAR,SUZUKI,FRONX,INDIA,PETROL,998.0,RATNAPURA,BRAND NEW,2025.0,6,,FRONX
PRIMER MOVER,TATA,PRIMA 5530,INDIA,DIESEL,6702.0,GAMPAHA,BRAND NEW,2025.0,1,,PRIMA 5530
CAR,MITSUBISHI,GR1WXTPGRV1,INDONESIA,PETROL,1499.0,COLOMBO,BRAND NEW,2025.0,2,,GR1WXTPGRV1
CAR,MITSUBISHI,GR1WXTPGRV1,INDONESIA,PETROL,1499.0,ANURADHAPURA,BRAND NEW,2025.0,1,,GR1WXTPGRV1
PRIMER MOVER,TATA,SIGNA 5532  S,INDIA,DIESEL,6702.0,COLOMBO,BRAND NEW,2025.0,2,,SIGNA 5532  S
MOTOR CYCLE,TVS,TVS NTORQ 125 CC,INDIA,PETROL,124.8,MULLATIVU,BRAND NEW,2025.0,45,,TVS NTORQ 125 CC
MOTOR CYCLE,NWOW,WSP,CHINA,ELECTRIC,1.5,GAMPAHA,BRAND NEW,2025.0,5,,WSP
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,KANDY,BRAND NEW,2025.0,5,,T5
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,KALUTARA,BRAND NEW,2025.0,84,,T5
MOTOR CYCLE,HERO,XTREME 125 R,INDIA,PETROL,124.7,JAFFNA,BRAND NEW,2025.0,9,,XTREME 125 R
MOTOR CYCLE,YADEA,RUIBIN,CHINA,ELECTRIC,0.8,BATTICALOA,BRAND NEW,2025.0,1,,RUIBIN
CAR,SAIC,MGHS PHEV,CHINA,PETROL/ELE,1496.0,COLOMBO,BRAND NEW,2025.0,9,,MGHS PHEV
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,MATALE,BRAND NEW,2025.0,11,,T5
LAND VEHICLE (SMALL),LAND FORCE,LF240,THAILAND,DIESEL,1248.0,COLOMBO,BRAND NEW,2024.0,1,,LF240
CAR,LAND ROVER,DEFENDER,UNITED KINGDOM,PETROL/ELE,2000.0,GAMPAHA,BRAND NEW,2025.0,1,,DEFENDER
DUAL PURPOSE (COMMERCIAL),BYD,SHARK 6,CHINA,PETROL/ELE,1498.0,GAMPAHA,BRAND NEW,2025.0,3,,SHARK 6
DUAL PURPOSE (COMMERCIAL),BYD,SHARK 6,CHINA,PETROL/ELE,1498.0,MATARA,BRAND NEW,2025.0,2,,SHARK 6
CAR,TOYOTA,A250RA-GBVV RAIZE,INDONESIA,PETROL,998.0,BATTICALOA,BRAND NEW,2025.0,4,,A250RA-GBVV RAIZE
MOTOR CYCLE,TMR QUANLE,G18,CHINA,ELECTRIC,2.0,ANURADHAPURA,BRAND NEW,2025.0,4,,G18
MOTOR CYCLE,LUYUAN,MYY-Z35J,CHINA,ELECTRIC,2.0,MONERAGALA,BRAND NEW,2025.0,1,MYY-Z35J,Unknown
MOTOR CYCLE,LUYUAN,M-MHH-Z45LJ,CHINA,ELECTRIC,2.0,HAMBANTOTA,BRAND NEW,2025.0,1,,M-MHH-Z45LJ
MOTOR CYCLE,WUXI,MC-TKWS,CHINA,PETROL,125.0,MATARA,BRAND NEW,2025.0,2,MC-TKWS,Unknown
MOTOR CYCLE,RANOMOTO,PATTAYA DOUBLE POWER,CHINA,PETROL,80.0,COLOMBO,BRAND NEW,2025.0,8,,PATTAYA DOUBLE POWER
MOTOR CYCLE,LIMA,EL07,CHINA,ELECTRIC,1.5,MULLATIVU,BRAND NEW,2025.0,1,,EL07
CAR,PERODUA,AXIA-CG1SZ,MALAYSIA,PETROL,998.0,COLOMBO,BRAND NEW,2025.0,23,AXIA-CG1SZ,Unknown
CAR,TOYOTA,FJA300R-GNUZY,JAPAN,DIESEL,3346.0,KALUTARA,BRAND NEW,2025.0,2,,FJA300R-GNUZY
SINGLE CAB,TATA,ACE - HT2,INDIA,DIESEL,702.0,HAMBANTOTA,BRAND NEW,2025.0,1,,ACE - HT2
CAR,SAIC,MG ZS MCE,CHINA,PETROL,999.0,BADULLA,BRAND NEW,2025.0,2,,MG ZS MCE
MOTOR CYCLE,YAMAHA,YZF R15 VER 4.0,INDIA,PETROL,155.0,MATALE,BRAND NEW,2025.0,1,,YZF R15 VER 4.0
THREE WHEELER,BAJAJ,RE 4S AUTORICKSHAW,INDIA,PETROL,237.0,invalid ampara,BRAND NEW,2025.0,1,,RE 4S AUTORICKSHAW
SINGLE CAB,TATA,YODHA,INDIA,DIESEL,2956.0,BATTICALOA,BRAND NEW,2025.0,1,,YODHA
SINGLE CAB,TATA,ACE HT2,INDIA,DIESEL,702.0,BATTICALOA,BRAND NEW,2025.0,2,,ACE HT2
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,JAFFNA,BRAND NEW,2025.0,35,,T5
SINGLE CAB,MAHINDRA,BOLERO CITY PICKUP,INDIA,DIESEL,2523.0,PUTTALAM,BRAND NEW,2025.0,7,,BOLERO CITY PICKUP
MOTOR CYCLE,SUZUKI,BURGMAN STREET,INDIA,PETROL,125.0,COLOMBO,BRAND NEW,2025.0,10,,BURGMAN STREET
CAR,MAHINDRA,XUV 3XO,INDIA,PETROL,1197.0,AMPARA,BRAND NEW,2025.0,1,,XUV 3XO
CAR,PERODUA,AXIA CG1GZ,MALAYSIA,PETROL,998.0,COLOMBO,BRAND NEW,2025.0,6,,AXIA CG1GZ
CAR,PERODUA,BEZZA,MALAYSIA,PETROL,998.0,ANURADHAPURA,BRAND NEW,2025.0,1,,BEZZA
COMMERCIAL,TATA,LP 712,INDIA,DIESEL,3783.0,JAFFNA,BRAND NEW,2025.0,1,,LP 712
MOTOR LORRY (COMMERCIAL),TATA,LPT-2518,INDIA,DIESEL,5883.0,KURUNEGALA,BRAND NEW,2025.0,1,LPT-2518,Unknown
CAR,PERODUA,AXIA CG1GZ,MALAYSIA,PETROL,998.0,BADULLA,BRAND NEW,2025.0,2,,AXIA CG1GZ
LAND VEHICLE,KUBOTA,L 4508,JAPAN,DIESEL,2197.0,KURUNEGALA,BRAND NEW,2025.0,21,,L 4508
LAND VEHICLE,E KUBOTA,EK3-471,INDIA,DIESEL,2761.0,KURUNEGALA,BRAND NEW,2025.0,3,EK3-471,4WD
MOTOR CYCLE,TMR LUYUAN,COLA 5,CHINA,ELECTRIC,0.4,PUTTALAM,BRAND NEW,2025.0,3,,COLA 5
MOTOR CYCLE,TMR QUANLE,ZS,CHINA,ELECTRIC,1.2,KURUNEGALA,BRAND NEW,2025.0,4,,ZS
MOTOR CYCLE,SOLID,S9,CHINA,ELECTRIC,2.0,PUTTALAM,BRAND NEW,2025.0,2,,S9
MOTOR CYCLE,ATHER,450X,INDIA,ELECTRIC,3.0,KEGALLE,BRAND NEW,2025.0,2,,450X
CAR,LING BOX,HXK7000BEVR3,CHINA,ELECTRIC,35.0,COLOMBO,BRAND NEW,2025.0,2,,HXK7000BEVR3
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,MULLATIVU,BRAND NEW,2025.0,5,,T5
MOTOR CYCLE,AIMA,MANA,CHINA,ELECTRIC,1.5,COLOMBO,BRAND NEW,2025.0,2,,MANA
SPECIAL PURPOSE VEHICLE,J.C.B,3DX BACKHOE LOADER,INDIA,DIESEL,4400.0,COLOMBO,BRAND NEW,2025.0,1,,3DX BACKHOE LOADER
LAND VEHICLE,KARTAR,GLOBETRAC 4736 4WD,INDIA,DIESEL,3117.0,MATALE,BRAND NEW,2024.0,1,,GLOBETRAC 4736 4WD
MOTOR CYCLE,LUYUAN,MYT,CHINA,ELECTRIC,0.8,COLOMBO,BRAND NEW,2025.0,2,,MYT
MOTOR CYCLE,AIMA,MAVERICK,CHINA,ELECTRIC,2.0,COLOMBO,BRAND NEW,2025.0,1,,MAVERICK
CAR,KIA,CARNIVAL,KOREA,PETROL/ELE,1598.0,COLOMBO,BRAND NEW,2025.0,1,,CARNIVAL
LAND VEHICLE,MAHINDRA,YUVO TECH PLUS 575DI,INDIA,DIESEL,2979.0,COLOMBO,BRAND NEW,2025.0,1,,YUVO TECH PLUS 575DI
LAND VEHICLE,SWARAJ,855,INDIA,DIESEL,3478.2,BATTICALOA,BRAND NEW,2025.0,8,,855
CAR,KIA,SORENTO,KOREA,PETROL/ELE,1598.0,GALLE,BRAND NEW,2025.0,1,,SORENTO
COMMERCIAL,TOYOTA,HIACE-GDH301R-GDTDY,JAPAN,DIESEL,2755.0,MONERAGALA,BRAND NEW,2025.0,1,HIACE-GDH301R-GDTDY,Unknown
LAND VEHICLE,MAHINDRA,YUVO TECH PLUS 585DI,INDIA,DIESEL,2979.0,MATALE,BRAND NEW,2025.0,2,,YUVO TECH PLUS 585DI
MOTOR CYCLE,LIMA,EL07,CHINA,ELECTRIC,1.5,HAMBANTOTA,BRAND NEW,2025.0,3,,EL07
MOTOR CYCLE,WUXI,MC-TK-03,CHINA,PETROL,125.0,AMPARA,BRAND NEW,2025.0,1,MC-TK-03,Unknown
SINGLE CAB,TATA,YODHA,INDIA,DIESEL,2956.0,AMPARA,BRAND NEW,2025.0,2,,YODHA
MOTOR CYCLE,HUAIHAI,ZL9,CHINA,ELECTRIC,1.5,COLOMBO,BRAND NEW,2025.0,2,,ZL9
CAR,NISSAN,MAGNITE N-CONNECTA,INDIA,PETROL,999.0,KEGALLE,BRAND NEW,2025.0,1,,MAGNITE N-CONNECTA
LAND VEHICLE,SOLIS,4520,INDIA,DIESEL,2893.0,KURUNEGALA,BRAND NEW,2025.0,1,,4520
CAR,MERCEDES BENZ,GLB 200,MEXICO,PETROL,1332.0,COLOMBO,BRAND NEW,2025.0,6,,GLB 200
MOTOR CYCLE,HONDA,DIO STD,INDIA,PETROL,109.0,PUTTALAM,BRAND NEW,2002.0,1,,DIO STD
MOTOR CYCLE,BNC,CHALLENGER   S 110,INDIA,ELECTRIC,1.2,KURUNEGALA,BRAND NEW,2024.0,1,,CHALLENGER   S 110
MOTOR CYCLE,TMR QUANLE,ZL,CHINA,ELECTRIC,2.0,MANNAR,BRAND NEW,2025.0,8,,ZL
MOTOR CYCLE,TMR QUANLE,ZS,CHINA,ELECTRIC,1.2,PUTTALAM,BRAND NEW,2025.0,3,,ZS
MOTOR CYCLE,TAKASHI,ES LITE,CHINA,ELECTRIC,1.2,KALUTARA,BRAND NEW,2025.0,1,,ES LITE
MOTOR CYCLE,TAKASHI,ES LITE,CHINA,ELECTRIC,1.2,GAMPAHA,BRAND NEW,2025.0,1,,ES LITE
CAR,KIA,SPORTAGE,KOREA,PETROL/ELE,1598.0,COLOMBO,BRAND NEW,2025.0,1,,SPORTAGE
LAND VEHICLE (SMALL),FARM MASTER,RV125-2,CHINA,DIESEL,624.0,KURUNEGALA,BRAND NEW,2023.0,2,RV125-2,Unknown
LAND VEHICLE,JOHN DEERE,5047D,INDIA,DIESEL,2940.0,BADULLA,BRAND NEW,2025.0,2,,5047D
THREE WHEELER,NWOW,ERVS4 PLUS,CHINA,ELECTRIC,0.8,KURUNEGALA,BRAND NEW,2025.0,1,,ERVS4 PLUS
MOTOR CYCLE,NWOW,ARS,CHINA,ELECTRIC,0.45,GALLE,BRAND NEW,2025.0,1,,ARS
MOTOR CYCLE,NWOW,SE,CHINA,ELECTRIC,0.8,KALUTARA,BRAND NEW,2017.0,1,,SE
THREE WHEELER,NWOW,ERVS4 PLUS,CHINA,ELECTRIC,0.8,COLOMBO,BRAND NEW,2024.0,1,,ERVS4 PLUS
SINGLE CAB,TOYOTA,LITEACE S403RU TMRFJ,INDONESIA,PETROL,1496.0,MATARA,BRAND NEW,2025.0,1,,LITEACE S403RU TMRFJ
MOTOR LORRY (COMMERCIAL),ISUZU,NLR77U EE1AYN,JAPAN,DIESEL,2999.0,COLOMBO,BRAND NEW,2025.0,1,,NLR77U EE1AYN
CAR,TOYOTA,NYC200R-DHXHBF,INDONESIA,PETROL/ELE,1496.0,ANURADHAPURA,BRAND NEW,2025.0,1,,NYC200R-DHXHBF
MOTOR CYCLE,RANOMOTO,GN125H,CHINA,PETROL,124.0,MULLATIVU,BRAND NEW,2025.0,1,,GN125H
MOTOR LORRY (COMMERCIAL),TATA,LPT-2518,INDIA,DIESEL,5883.0,MONERAGALA,BRAND NEW,2025.0,2,LPT-2518,Unknown
MOTOR CYCLE,TAKASHI,ES PRO MAX,CHINA,ELECTRIC,2.0,RATNAPURA,BRAND NEW,2025.0,1,,ES PRO MAX
CAR,BAW,E7,CHINA,ELECTRIC,30.0,PUTTALAM,BRAND NEW,2025.0,4,,E7
LAND VEHICLE,E KUBOTA,EK3-471,INDIA,DIESEL,2761.0,BADULLA,BRAND NEW,,1,EK3-471,4WD
CAR,GAC,AION Y,CHINA,ELECTRIC,100.0,GAMPAHA,BRAND NEW,2025.0,1,,AION Y
MOTOR CYCLE,YADEA,T5,CHINA,ELECTRIC,1.2,BATTICALOA,BRAND NEW,2025.0,4,,T5
MOTOR LORRY (COMMERCIAL),TATA,LPT 1615,INDIA,DIESEL,5883.0,COLOMBO,BRAND NEW,2025.0,1,,LPT 1615
MOTOR TRICYCLE VAN,PIAGGIO,APE-XTRA-DX,INDIA,DIESEL,435.0,KANDY,BRAND NEW,2025.0,2,APE-XTRA-DX,Unknown
SINGLE CAB,TATA,SUPER ACE,INDIA,DIESEL,1396.0,GALLE,BRAND NEW,2025.0,2,,SUPER ACE
CAR,TOYOTA,F800RE-GQGF RUSH,INDONESIA,PETROL,1496.0,KALUTARA,BRAND NEW,2025.0,2,,F800RE-GQGF RUSH
CAR,TOYOTA,WIGO A350RA GBNE,INDONESIA,PETROL,998.0,PUTTALAM,BRAND NEW,2025.0,2,,WIGO A350RA GBNE
CAR,NISSAN,MAGNITE ACENTA BR10,INDIA,PETROL,999.0,RATNAPURA,BRAND NEW,2025.0,3,,MAGNITE ACENTA BR10
MOTOR CYCLE,YADEA,T 9,CHINA,ELECTRIC,2.0,VAVUNIYA,BRAND NEW,2025.0,3,,T 9
MOTOR CYCLE,YADEA,M6,CHINA,ELECTRIC,1.2,KANDY,BRAND NEW,2025.0,1,,M6
MOTOR CYCLE,LUYUAN ALFA,MKK-Z23E-12-C,CHINA,ELECTRIC,1.2,COLOMBO,BRAND NEW,2025.0,1,MKK-Z23E-12-C,Unknown
CAR,WULING,BINGUO,INDONESIA,ELECTRIC,100.0,COLOMBO,BRAND NEW,2025.0,1,,BINGUO
CAR,PERODUA,BEZZA,MALAYSIA,PETROL,998.0,MONERAGALA,BRAND NEW,2025.0,1,,BEZZA
SINGLE CAB,TATA,YODHA,INDIA,DIESEL,2956.0,MATARA,BRAND NEW,2025.0,1,,YODHA
MOTOR LORRY (COMMERCIAL),MITSUBISHI,FEA51ER4SDSC,JAPAN,DIESEL,2998.0,RATNAPURA,BRAND NEW,2025.0,2,,FEA51ER4SDSC
MOTOR CYCLE,NWOW,GB2,CHINA,ELECTRIC,0.4,KURUNEGALA,BRAND NEW,2025.0,1,,GB2
MOTOR CYCLE,TAILG,MENGSU,CHINA,ELECTRIC,1.0,POLONNARUWA,BRAND NEW,2025.0,1,,MENGSU
CAR,TOYOTA,URBAN CRUISER TAISOR,INDIA,PETROL,998.0,BATTICALOA,BRAND NEW,2025.0,1,,URBAN CRUISER TAISOR
LAND VEHICLE,SWARAJ,855,INDIA,DIESEL,3478.2,KURUNEGALA,BRAND NEW,2024.0,1,,855
MOTOR TRICYCLE VAN,ATUL,GEM,INDIA,DIESEL,435.6,AMPARA,BRAND NEW,2025.0,1,,GEM
SINGLE CAB,TOYOTA,LITE ACE,INDONESIA,PETROL,1496.0,KURUNEGALA,BRAND NEW,2025.0,1,,LITE ACE
DUAL PURPOSE (COMMERCIAL),FORD,RANGER RAPTOR,THAILAND,PETROL,2956.0,PUTTALAM,BRAND NEW,2025.0,1,,RANGER RAPTOR
DUAL PURPOSE (COMMERCIAL),FORD,RANGER RAPTOR,THAILAND,DIESEL,1996.0,MONERAGALA,BRAND NEW,2025.0,1,,RANGER RAPTOR
MOTOR LORRY (COMMERCIAL),MITSUBISHI,FEA51ER45DSC,JAPAN,DIESEL,2998.0,GAMPAHA,BRAND NEW,2025.0,1,,FEA51ER45DSC
THREE WHEELER,TVS,KING,INDIA,PETROL,199.26,MONERAGALA,BRAND NEW,2025.0,1,,KING
MOTOR CYCLE,BNC,CHALLENGER   S 125,INDIA,ELECTRIC,1.2,GAMPAHA,BRAND NEW,2025.0,1,,CHALLENGER   S 125
MOTOR CYCLE,BNC,CHALLENGER S 125,INDIA,ELECTRIC,1.2,KURUNEGALA,BRAND NEW,2025.0,1,,CHALLENGER S 125
MOTOR CYCLE,YAMAMOTO,F2,CHINA,PETROL,125.0,GAMPAHA,BRAND NEW,2025.0,1,,F2
PRIMER MOVER,TATA,SIGNA 4018,INDIA,DIESEL,5883.0,ANURADHAPURA,BRAND NEW,2025.0,1,,SIGNA 4018
LAND VEHICLE,KUBOTA,L 4508,JAPAN,DIESEL,2197.0,GALLE,BRAND NEW,2025.0,1,,L 4508
CAR,BYD,SEALION 6 PREMIUM,CHINA,PETROL/ELE,1498.0,KURUNEGALA,BRAND NEW,2025.0,1,,SEALION 6 PREMIUM
CAR,SUZUKI,FRONX,INDIA,PETROL,998.0,AMPARA,BRAND NEW,2025.0,1,,FRONX
MOTOR LORRY (COMMERCIAL),MITSUBISHI,FUSO-FEA21ER3WDSC,JAPAN,DIESEL,2998.0,COLOMBO,BRAND NEW,2025.0,1,FUSO-FEA21ER3WDSC,Unknown
MOTOR CYCLE,SENARO,CLICK 150,SRI LANKA,PETROL,150.0,COLOMBO,BRAND NEW-L/ASSEMBLE,2025.0,40,,CLICK 150
MOTOR CYCLE,TVS,TVS XL 100,SRI LANKA,PETROL,99.7,MONERAGALA,BRAND NEW-L/ASSEMBLE,2025.0,97,,TVS XL 100
MOTOR CYCLE,TVS,TVS XL 100,SRI LANKA,PETROL,99.7,MATARA,BRAND NEW-L/ASSEMBLE,2025.0,35,,TVS XL 100
MOTOR CYCLE,TVS,TVS XL 100,SRI LANKA,PETROL,99.7,GALLE,BRAND NEW-L/ASSEMBLE,2025.0,54,,TVS XL 100
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,RATNAPURA,BRAND NEW-L/ASSEMBLE,2025.0,30,,GN125
MOTOR CYCLE,TVS,TVS XL 100,SRI LANKA,PETROL,99.7,TRINCOMALEE,BRAND NEW-L/ASSEMBLE,2025.0,40,,TVS XL 100
MOTOR CYCLE,TVS,TVS XL 100,SRI LANKA,PETROL,99.7,BATTICALOA,BRAND NEW-L/ASSEMBLE,2025.0,25,,TVS XL 100
MOTOR CYCLE,TVS,TVS XL 100,SRI LANKA,PETROL,99.7,NUWARA-ELIYA,BRAND NEW-L/ASSEMBLE,2025.0,5,,TVS XL 100
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,COLOMBO,BRAND NEW-L/ASSEMBLE,2025.0,514,,CT 100 ES
MOTOR CYCLE,BAJAJ,CT 100 ES,SRI LANKA,PETROL,102.0,KURUNEGALA,BRAND NEW-L/ASSEMBLE,2025.0,494,,CT 100 ES
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,KURUNEGALA,BRAND NEW-L/ASSEMBLE,2025.0,118,,DISCOVER 125
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,MATALE,BRAND NEW-L/ASSEMBLE,2025.0,26,,DISCOVER 125
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,MANNAR,BRAND NEW-L/ASSEMBLE,2025.0,16,,DISCOVER 125
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,VAVUNIYA,BRAND NEW-L/ASSEMBLE,2025.0,9,,PULSAR N160
MOTOR LORRY (COMMERCIAL),LANKA ASHOK LEYLAND,TAURUS 2518,SRI LANKA,DIESEL,5759.0,COLOMBO,BRAND NEW-L/ASSEMBLE,2025.0,3,,TAURUS 2518
MOTOR CYCLE,RANOMOTO,MOPED SUPER,SRI LANKA,PETROL,49.0,PUTTALAM,BRAND NEW-L/ASSEMBLE,2024.0,1,,MOPED SUPER
MOTOR CYCLE,TVS,NTORQ 125,SRI LANKA,PETROL,124.8,COLOMBO,BRAND NEW-L/ASSEMBLE,2025.0,4,,NTORQ 125
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,MANNAR,BRAND NEW-L/ASSEMBLE,2025.0,11,,PULSAR N160
MOTOR CYCLE,SENARO,GN125,SRI LANKA,PETROL,125.0,MONERAGALA,BRAND NEW-L/ASSEMBLE,2025.0,18,,GN125
MOTOR CYCLE,BAJAJ,DISCOVER 125,SRI LANKA,PETROL,124.5,KILINOCHCHI,BRAND NEW-L/ASSEMBLE,2025.0,3,,DISCOVER 125
SINGLE CAB,TATA,ACE HT2,SRI LANKA,DIESEL,702.0,RATNAPURA,BRAND NEW-L/ASSEMBLE,2025.0,1,,ACE HT2
MOTOR CYCLE,BAJAJ,PULSAR N160,SRI LANKA,PETROL,164.82,PUTTALAM,BRAND NEW-L/ASSEMBLE,2025.0,35,,PULSAR N160
MOTOR CYCLE,TVS,TVS XL 100,SRI LANKA,PETROL,99.7,KEGALLE,BRAND NEW-L/ASSEMBLE,2025.0,7,,TVS XL 100
SINGLE CAB,LANKA ASHOK LEYLAND,BADA DOST,SRI LANKA,DIESEL,1478.0,ANURADHAPURA,BRAND NEW-L/ASSEMBLE,2025.0,2,,BADA DOST
MOTOR CYCLE,RANOMOTO,MOPED SUPER,SRI LANKA,PETROL,49.0,TRINCOMALEE,BRAND NEW-L/ASSEMBLE,2024.0,1,,MOPED SUPER
CAR,DFSK,SUV,SRI LANKA,PETROL,1498.0,MATARA,BRAND NEW-L/ASSEMBLE,2025.0,1,,SUV
CAR,HYUNDAI,GRAND I10,SRI LANKA,PETROL,1197.0,COLOMBO,BRAND NEW-L/ASSEMBLE,2025.0,5,,GRAND I10
DUAL PURPOSE (COMMERCIAL),JAC,HFC1037D3,SRI LANKA,DIESEL,1999.0,KANDY,BRAND NEW-L/ASSEMBLE,2025.0,1,,HFC1037D3
CAR,CHERY,TIGGO 4 PRO,SRI LANKA,PETROL,1498.0,POLONNARUWA,BRAND NEW-L/ASSEMBLE,2025.0,1,,TIGGO 4 PRO
CAR,MAHINDRA,KUV100 NXT AMT,SRI LANKA,DIESEL,1198.0,BADULLA,BRAND NEW-L/ASSEMBLE,2025.0,2,,KUV100 NXT AMT
SINGLE CAB,TATA,ACE HT2,SRI LANKA,DIESEL,702.0,GAMPAHA,BRAND NEW-L/ASSEMBLE,2025.0,1,,ACE HT2
MOTOR CYCLE,TVS,TVS RAIDER 125,SRI LANKA,PETROL,124.79,GAMPAHA,BRAND NEW-L/ASSEMBLE,2025.0,2,,TVS RAIDER 125
MOTOR CYCLE,RANOMOTO,MOPED SUPER,SRI LANKA,PETROL,49.0,AMPARA,BRAND NEW-L/ASSEMBLE,2024.0,1,,MOPED SUPER
CAR,G.W.M.,JOLION,SRI LANKA,PETROL,1497.0,RATNAPURA,BRAND NEW-L/ASSEMBLE,2025.0,2,,JOLION
CAR,G.W.M.,JOLION,SRI LANKA,PETROL,1497.0,HAMBANTOTA,BRAND NEW-L/ASSEMBLE,2025.0,1,,JOLION
MOTOR CYCLE,LUYUAN,MYT,CHINA,PETROL,0.8,POLONNARUWA,BRAND NEW-L/ASSEMBLE,2025.0,1,,MYT
MOTOR CYCLE,SENARO,CLICK 150,SRI LANKA,PETROL,150.0,JAFFNA,BRAND NEW-L/ASSEMBLE,2025.0,1,,CLICK 150
MOTOR CYCLE,RISE,LEADER 125,SRI LANKA,PETROL,125.0,KILINOCHCHI,BRAND NEW-L/ASSEMBLE,2025.0,1,,LEADER 125
CAR,TOYOTA,5BA-A210A RAIZE,JAPAN,PETROL,996.0,ANURADHAPURA,RECONDITIONED,2024.0,1,5BA-A210A,RAIZE
CAR,SUZUKI,3BA-JB64W JIMNY,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,2025.0,1,3BA-JB64W,JIMNY
CAR,TOYOTA,URBANCRUISER HYRYDER,INDIA,PETROL/ELE,1496.0,COLOMBO,RECONDITIONED,2025.0,2,,URBANCRUISER HYRYDER
CAR,SUZUKI,5AA-MK94S SPACIA,JAPAN,PETROL,658.0,MATALE,RECONDITIONED,2024.0,2,5AA-MK94S,SPACIA
CAR,AUDI,3AA-GYDLA A3,GERMANY,PETROL,996.0,COLOMBO,RECONDITIONED,2023.0,2,3AA-GYDLA,A3
CAR,TOYOTA,5BA-KSP210 YARIS,JAPAN,PETROL,996.0,JAFFNA,RECONDITIONED,2025.0,1,5BA-KSP210,YARIS
CAR,TOYOTA,5AA-A202A   RAIZE,JAPAN,ELECTRIC,78.0,KURUNEGALA,RECONDITIONED,2025.0,1,5AA-A202A,RAIZE
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,KALUTARA,RECONDITIONED,2024.0,4,3BA-A210A,RAIZE
CAR,TOYOTA,6AA-MXPK11 AQUA,JAPAN,PETROL/ELE,1496.0,HAMBANTOTA,RECONDITIONED,2023.0,1,6AA-MXPK11,AQUA
CAR,DAIHATSU,5BA-M900S THOR,JAPAN,PETROL,996.0,GAMPAHA,RECONDITIONED,2024.0,1,5BA-M900S,THOR
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,RATNAPURA,RECONDITIONED,2024.0,2,3BA-A210A,RAIZE
CAR,TOYOTA,3BA-A210A RAIZE,JAPAN,PETROL,996.0,RATNAPURA,RECONDITIONED,2023.0,3,3BA-A210A,RAIZE
CAR,SUZUKI,5AA-MH95S WAGON R,JAPAN,PETROL,657.0,KURUNEGALA,RECONDITIONED,2025.0,2,5AA-MH95S,WAGON R
CAR,LEXUS,6AA-MAYH10 LBX,JAPAN,PETROL/ELE,1496.0,COLOMBO,RECONDITIONED,2024.0,2,6AA-MAYH10,LBX
CAR,TOYOTA,5AA-A202A   RAIZE,JAPAN,ELECTRIC,78.0,VAVUNIYA,RECONDITIONED,2025.0,1,5AA-A202A,RAIZE
MOTOR CYCLE,YAMAHA,N-MAX,INDONESIA,PETROL,124.0,COLOMBO,RECONDITIONED,2025.0,1,,N-MAX
CAR,NISSAN,5BD-DR17V CLIPPER,JAPAN,PETROL,658.0,MATARA,RECONDITIONED,2024.0,2,5BD-DR17V,CLIPPER
CAR,TOYOTA,6AA-MXPJ10 YARIS,JAPAN,PETROL/ELE,1496.0,MATARA,RECONDITIONED,2024.0,1,6AA-MXPJ10,YARIS
CAR,MITSUBISHI,5BA-B33W E K WAGON,JAPAN,PETROL,658.0,KANDY,RECONDITIONED,2023.0,2,5BA-B33W,E K WAGON
CAR,TOYOTA,3BA-NGX10,JAPAN,PETROL,1196.0,KURUNEGALA,RECONDITIONED,2023.0,1,3BA-NGX10,CH-R
CAR,TOYOTA,YARISS CROSS,THAILAND,PETROL/ELE,1496.0,COLOMBO,RECONDITIONED,2025.0,1,,YARISS CROSS
CAR,SUZUKI,4AA-MH55S WAGON R,JAPAN,PETROL,657.0,KURUNEGALA,RECONDITIONED,2022.0,1,4AA-MH55S,WAGON R
CAR,TOYOTA,5BA-M900A ROOMY,JAPAN,PETROL,996.0,KURUNEGALA,RECONDITIONED,2022.0,4,5BA-M900A,ROOMY
CAR,TOYOTA,5BA-KSP10 YARIS,JAPAN,PETROL,996.0,AMPARA,RECONDITIONED,2025.0,1,5BA-KSP10,YARIS
CAR,SUZUKI,5BD-DA17V EVEVRY,JAPAN,PETROL,658.0,RATNAPURA,RECONDITIONED,2022.0,1,5BD-DA17V,EVEVRY
