Class of Vehicle,Make/Manufa. Name,Model,Country,Fuel Used,Cylinder Capacity,District,Registration Status,No of vehicle,Unnamed: 9,Unnamed: 10,Model_Code,Clean_Name
DUAL PURPOSE (COMMERCIAL),FORD,RANGER RAPTOR,THAILAND,DIESEL,1996.0,GALLE,RECONDITIONED,1,,,,RANGER RAPTOR
DUAL PURPOSE (COMMERCIAL),FORD,RANGER RAPTOR,THAILAND,DIESEL,1996.0,COLOMBO,RECONDITIONED,1,,,,RANGER RAPTOR
DUAL PURPOSE (COMMERCIAL),FORD,RANGER RAPTOR,THAILAND,DIESEL,1996.0,MATARA,RECONDITIONED,1,,,,RANGER RAPTOR
DUAL PURPOSE (COMMERCIAL),FORD,RANGER RAPTOR,THAILAND,DIESEL,1996.0,GAMPAHA,RECONDITIONED,1,,,,RANGER RAPTOR
DUAL PURPOSE (COMMERCIAL),FORD,RAPTOR,THAILAND,PETROL,2956.0,COLOMBO,RECONDITIONED,1,,,,RAPTOR
DUAL PURPOSE (COMMERCIAL),FORD,RAPTOR,THAILAND,PETROL,2956.0,PUTTALAM,RECONDITIONED,1,,,,RAPTOR
DUAL PURPOSE (COMMERCIAL),FORD,RAPTOR MS-RT,THAILAND,DIESEL,2993.0,GAMPAHA,RECONDITIONED,1,,,,RAPTOR MS-RT
DUAL PURPOSE (COMMERCIAL),FORD RANGER,RAPTOR,THAILAND,DIESEL,1996.0,KALUTARA,RECONDITIONED,1,,,,RAPTOR
DUAL PURPOSE (COMMERCIAL),J M C,VIGUS PRO,SRI LANKA,DIESEL,1998.0,GAMPAHA,LOCALLY BUILT,1,,,,VIGUS PRO
DUAL PURPOSE (COMMERCIAL),J M C,VIGUS PRO,SRI LANKA,DIESEL,1998.0,COLOMBO,LOCALLY BUILT,1,,,,VIGUS PRO
DUAL PURPOSE (COMMERCIAL),MITSUBISHI,3DF-LC2T,JAPAN,DIESEL,2430.0,COLOMBO,RECONDITIONED,1,,,3DF-LC2T,Unknown
DUAL PURPOSE (COMMERCIAL),NISSAN,DBF-VM20,JAPAN,PETROL,1590.0,KANDY,RECONDITIONED,1,,,DBF-VM20,NV200
DUAL PURPOSE (COMMERCIAL),NISSAN,DBF-VM20 NV 200,JAPAN,PETROL,1597.0,COLOMBO,RECONDITIONED,1,,,DBF-VM20,NV 200
DUAL PURPOSE (COMMERCIAL),NISSAN,DBF-VM20 NV200,JAPAN,PETROL,1590.0,KANDY,RECONDITIONED,1,,,DBF-VM20,NV200
DUAL PURPOSE (COMMERCIAL),SUZUKI,EBD-DA17V EVERY,JAPAN,PETROL,658.0,COLOMBO,RECONDITIONED,1,,,EBD-DA17V,EVERY
DUAL PURPOSE (COMMERCIAL),TOREADO,BQ2023RQ,CHINA,DIESEL,3153.0,GAMPAHA,RECONDITIONED,1,,,,BQ2023RQ
DUAL PURPOSE (COMMERCIAL),TOYOTA,3DF-GUN125,JAPAN,DIESEL,2393.0,KANDY,RECONDITIONED,1,,,3DF-GUN125,Unknown
DUAL PURPOSE (COMMERCIAL),TOYOTA,GUN126R HILUX,THAILAND,DIESEL,2755.0,COLOMBO,RECONDITIONED,1,,,,GUN126R HILUX
DUAL PURPOSE (COMMERCIAL),TOYOTA,HIACE-KLH12R,JAPAN,DIESEL,2494.0,RATNAPURA,RECONDITIONED,1,,,HIACE-KLH12R,Unknown
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX,THAILAND,DIESEL,2755.0,COLOMBO,RECONDITIONED,1,,,,HILUX
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX  REVO ROCCO,THAILAND,DIESEL,2755.0,COLOMBO,RECONDITIONED,1,,,,HILUX  REVO ROCCO
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX GR SPORT,THAILAND,DIESEL,2755.0,COLOMBO,RECONDITIONED,1,,,,HILUX GR SPORT
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX GUN126R-DTTHX,THAILAND,DIESEL,2755.0,COLOMBO,BRAND NEW,2,,,,HILUX GUN126R-DTTHX
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX REVO,THAILAND,DIESEL,2755.0,GAMPAHA,RECONDITIONED,1,,,,HILUX REVO
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX REVO,THAILAND,DIESEL,2755.0,MATALE,RECONDITIONED,1,,,,HILUX REVO
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX REVO,THAILAND,DIESEL,2755.0,COLOMBO,RECONDITIONED,1,,,,HILUX REVO
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX REVO GR SPORT,THAILAND,DIESEL,2755.0,GALLE,RECONDITIONED,1,,,,HILUX REVO GR SPORT
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX REVO GR SPORT,THAILAND,DIESEL,2755.0,KURUNEGALA,RECONDITIONED,1,,,,HILUX REVO GR SPORT
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX REVO GR SPORT,THAILAND,DIESEL,2755.0,BADULLA,RECONDITIONED,1,,,,HILUX REVO GR SPORT
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX REVO GR SPORT,THAILAND,DIESEL,2755.0,MATALE,RECONDITIONED,1,,,,HILUX REVO GR SPORT
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX REVO GR SPORT,THAILAND,DIESEL,2755.0,KALUTARA,RECONDITIONED,1,,,,HILUX REVO GR SPORT
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX REVO GR SPORT,THAILAND,DIESEL,2755.0,GAMPAHA,RECONDITIONED,5,,,,HILUX REVO GR SPORT
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX REVO GR SPORT,THAILAND,DIESEL,2755.0,COLOMBO,RECONDITIONED,9,,,,HILUX REVO GR SPORT
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX REVO ROCCO,THAILAND,DIESEL,2755.0,ANURADHAPURA,RECONDITIONED,1,,,,HILUX REVO ROCCO
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX REVO ROCCO,THAILAND,DIESEL,2755.0,KURUNEGALA,RECONDITIONED,1,,,,HILUX REVO ROCCO
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX REVO ROCCO,THAILAND,DIESEL,2755.0,GAMPAHA,RECONDITIONED,2,,,,HILUX REVO ROCCO
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX REVO ROCCO,THAILAND,DIESEL,2755.0,COLOMBO,RECONDITIONED,3,,,,HILUX REVO ROCCO
DUAL PURPOSE (COMMERCIAL),TOYOTA,HILUX-REVO -ROCCO,THAILAND,DIESEL,2755.0,COLOMBO,RECONDITIONED,1,,,HILUX-REVO,-ROCCO
DUAL PURPOSE (COMMERCIAL),TOYOTA,REVO GR SPORT,THAILAND,DIESEL,2755.0,COLOMBO,RECONDITIONED,1,,,,REVO GR SPORT
DUAL PURPOSE (COMMERCIAL),TOYOTA,REVO ROCCO,THAILAND,DIESEL,2755.0,COLOMBO,RECONDITIONED,2,,,,REVO ROCCO
DUAL PURPOSE (COMMERCIAL),TOYOTA,ROCCO REVO,THAILAND,DIESEL,2755.0,COLOMBO,RECONDITIONED,2,,,,ROCCO REVO
DUAL PURPOSE (COMMERCIAL),TOYOTA,TOYOTA HILUX,THAILAND,DIESEL,2755.0,KANDY,RECONDITIONED,1,,,,TOYOTA HILUX
DUAL PURPOSE (COMMERCIAL),TOYOTA,TOYOTA HILUX,THAILAND,DIESEL,2755.0,COLOMBO,RECONDITIONED,3,,,,TOYOTA HILUX
LAND VEHICLE,ARBOS,P504-3,CHINA,DIESEL,2189.0,ANURADHAPURA,BRAND NEW,1,,,P504-3,Unknown
LAND VEHICLE,AVENGER,A45XM,INDIA,DIESEL,2892.0,MONERAGALA,BRAND NEW,1,,,,A45XM
LAND VEHICLE,E KUBOTA,EK3-471 4WD,INDIA,DIESEL,2761.0,BATTICALOA,BRAND NEW,1,,,EK3-471,4WD
LAND VEHICLE,E KUBOTA,EK3-471 4WD,INDIA,DIESEL,2761.0,KURUNEGALA,BRAND NEW,2,,,EK3-471,4WD
LAND VEHICLE,E KUBOTA,EK3-471 4WD,INDIA,DIESEL,2761.0,AMPARA,BRAND NEW,2,,,EK3-471,4WD
LAND VEHICLE,E KUBOTA,EK3-471 4WD,INDIA,DIESEL,2761.0,ANURADHAPURA,BRAND NEW,3,,,EK3-471,4WD
LAND VEHICLE,E KUBOTA,EK3-471 4WD,INDIA,DIESEL,2761.0,VAVUNIYA,BRAND NEW,3,,,EK3-471,4WD
LAND VEHICLE,JOHN DEERE,5045D,INDIA,DIESEL,2940.0,BADULLA,BRAND NEW,1,,,,5045D
LAND VEHICLE,JOHN DEERE,5045D,INDIA,DIESEL,2940.0,BATTICALOA,BRAND NEW,1,,,,5045D
LAND VEHICLE,JOHN DEERE,5045D,INDIA,DIESEL,2940.0,KILINOCHCHI,BRAND NEW,1,,,,5045D
LAND VEHICLE,JOHN DEERE,5045D,INDIA,DIESEL,2940.0,MULLATIVU,BRAND NEW,3,,,,5045D
LAND VEHICLE,JOHN DEERE,5045D,INDIA,DIESEL,2940.0,AMPARA,BRAND NEW,3,,,,5045D
LAND VEHICLE,JOHN DEERE,5045D,INDIA,DIESEL,2940.0,ANURADHAPURA,BRAND NEW,5,,,,5045D
LAND VEHICLE,JOHN DEERE,5047D,INDIA,DIESEL,2940.0,ANURADHAPURA,BRAND NEW,1,,,,5047D
LAND VEHICLE,JOHN DEERE,5047D,INDIA,DIESEL,2940.0,GAMPAHA,BRAND NEW,1,,,,5047D
LAND VEHICLE,JOHN DEERE,5047D,INDIA,DIESEL,2940.0,MANNAR,BRAND NEW,1,,,,5047D
LAND VEHICLE,JOHN DEERE,5047D,INDIA,DIESEL,2940.0,PUTTALAM,BRAND NEW,1,,,,5047D
LAND VEHICLE,JOHN DEERE,5047D,INDIA,DIESEL,2940.0,KURUNEGALA,BRAND NEW,1,,,,5047D
LAND VEHICLE,JOHN DEERE,5047D,INDIA,DIESEL,2940.0,MONERAGALA,BRAND NEW,2,,,,5047D
LAND VEHICLE,JOHN DEERE,5047D,INDIA,DIESEL,2940.0,KILINOCHCHI,BRAND NEW,2,,,,5047D
LAND VEHICLE,JOHN DEERE,5047D,INDIA,DIESEL,2940.0,BATTICALOA,BRAND NEW,3,,,,5047D
LAND VEHICLE,JOHN DEERE,5047D,INDIA,DIESEL,2940.0,VAVUNIYA,BRAND NEW,6,,,,5047D
LAND VEHICLE,JOHN DEERE,5047D,INDIA,DIESEL,2940.0,AMPARA,BRAND NEW,6,,,,5047D
LAND VEHICLE,JOHN DEERE,5047D,INDIA,DIESEL,2940.0,MULLATIVU,BRAND NEW,8,,,,5047D
LAND VEHICLE,JOHN DEERE,5050D,INDIA,DIESEL,2940.0,KILINOCHCHI,BRAND NEW,1,,,,5050D
LAND VEHICLE,JOHN DEERE,5050D,INDIA,DIESEL,2940.0,VAVUNIYA,BRAND NEW,1,,,,5050D
LAND VEHICLE,JOHN DEERE,5050D,INDIA,DIESEL,2940.0,TRINCOMALEE,BRAND NEW,1,,,,5050D
LAND VEHICLE,JOHN DEERE,5050D,INDIA,DIESEL,2940.0,MULLATIVU,BRAND NEW,3,,,,5050D
LAND VEHICLE,KARTAR,GLOBETRAC 4736 2WD,INDIA,DIESEL,3117.0,BATTICALOA,BRAND NEW,1,,,,GLOBETRAC 4736 2WD
LAND VEHICLE,KARTAR,GLOBETRAC 4736 2WD,INDIA,DIESEL,3117.0,MULLATIVU,BRAND NEW,1,,,,GLOBETRAC 4736 2WD
LAND VEHICLE,KARTAR,GLOBETRAC 4736 4WD,INDIA,DIESEL,3117.0,MULLATIVU,BRAND NEW,1,,,,GLOBETRAC 4736 4WD
LAND VEHICLE,KARTAR,GLOBETRAC 4736 4WD,INDIA,DIESEL,3117.0,MONERAGALA,BRAND NEW,1,,,,GLOBETRAC 4736 4WD
LAND VEHICLE,KARTAR,GLOBETRAC 4736 4WD,INDIA,DIESEL,3117.0,VAVUNIYA,BRAND NEW,1,,,,GLOBETRAC 4736 4WD
LAND VEHICLE,KUBOTA,L 4508,JAPAN,DIESEL,2197.0,MULLATIVU,BRAND NEW,1,,,,L 4508
LAND VEHICLE,KUBOTA,L 4508,JAPAN,DIESEL,2197.0,MONERAGALA,BRAND NEW,1,,,,L 4508
LAND VEHICLE,KUBOTA,L 4508,JAPAN,DIESEL,2197.0,GAMPAHA,BRAND NEW,2,,,,L 4508
LAND VEHICLE,KUBOTA,L 4508,JAPAN,DIESEL,2197.0,POLONNARUWA,BRAND NEW,2,,,,L 4508
LAND VEHICLE,KUBOTA,L 4508,JAPAN,DIESEL,2197.0,BATTICALOA,BRAND NEW,3,,,,L 4508
LAND VEHICLE,KUBOTA,L 4508,JAPAN,DIESEL,2197.0,AMPARA,BRAND NEW,3,,,,L 4508
LAND VEHICLE,KUBOTA,L 4508,JAPAN,DIESEL,2197.0,PUTTALAM,BRAND NEW,4,,,,L 4508
LAND VEHICLE,KUBOTA,L 4508,JAPAN,DIESEL,2197.0,HAMBANTOTA,BRAND NEW,9,,,,L 4508
LAND VEHICLE,KUBOTA,L 4508,JAPAN,DIESEL,2197.0,KURUNEGALA,BRAND NEW,9,,,,L 4508
LAND VEHICLE,KUBOTA,L 4508,JAPAN,DIESEL,2197.0,ANURADHAPURA,BRAND NEW,9,,,,L 4508
LAND VEHICLE,KUBOTA,L 4508,JAPAN,DIESEL,2197.0,TRINCOMALEE,BRAND NEW,11,,,,L 4508
LAND VEHICLE,KUBOTA,L2201,JAPAN,DIESEL,1395.0,KALUTARA,RECONDITIONED,1,,,,L2201
LAND VEHICLE,KUBOTA,L3408,JAPAN,DIESEL,1647.0,PUTTALAM,BRAND NEW,1,,,,L3408
LAND VEHICLE,KUBOTA,L3408,JAPAN,DIESEL,1647.0,HAMBANTOTA,BRAND NEW,1,,,,L3408
LAND VEHICLE,KUBOTA,L3408,JAPAN,DIESEL,1647.0,ANURADHAPURA,BRAND NEW,2,,,,L3408
LAND VEHICLE,KUBOTA,L3408,JAPAN,DIESEL,1647.0,TRINCOMALEE,BRAND NEW,3,,,,L3408
LAND VEHICLE,KUBOTA,L3408,JAPAN,DIESEL,1647.0,KURUNEGALA,BRAND NEW,7,,,,L3408
LAND VEHICLE,MAHINDRA,575 DI SP PLUS,INDIA,DIESEL,2979.0,ANURADHAPURA,BRAND NEW,1,,,,575 DI SP PLUS
LAND VEHICLE,MAHINDRA,575 DI SP PLUS,INDIA,DIESEL,2979.0,BATTICALOA,BRAND NEW,2,,,,575 DI SP PLUS
LAND VEHICLE,MAHINDRA,YUVO TECH PLUS 575DI,INDIA,DIESEL,2979.0,MONERAGALA,BRAND NEW,1,,,,YUVO TECH PLUS 575DI
LAND VEHICLE,MAHINDRA,YUVO TECH PLUS 575DI,INDIA,DIESEL,2979.0,VAVUNIYA,BRAND NEW,2,,,,YUVO TECH PLUS 575DI
LAND VEHICLE,MAHINDRA,YUVO TECH PLUS 575DI,INDIA,DIESEL,2979.0,KILINOCHCHI,BRAND NEW,2,,,,YUVO TECH PLUS 575DI
LAND VEHICLE,MAHINDRA,YUVO TECH PLUS 575DI,INDIA,DIESEL,2979.0,BATTICALOA,BRAND NEW,5,,,,YUVO TECH PLUS 575DI
LAND VEHICLE,MAHINDRA,YUVO TECH PLUS 575DI,INDIA,DIESEL,2979.0,TRINCOMALEE,BRAND NEW,5,,,,YUVO TECH PLUS 575DI
LAND VEHICLE,MAHINDRA,YUVO TECH PLUS 575DI,INDIA,DIESEL,2979.0,AMPARA,BRAND NEW,5,,,,YUVO TECH PLUS 575DI
LAND VEHICLE,MAHINDRA,YUVO TECH PLUS 575DI,INDIA,DIESEL,2979.0,ANURADHAPURA,BRAND NEW,11,,,,YUVO TECH PLUS 575DI
LAND VEHICLE,MAHINDRA,YUVO TECH PLUS 575DI,INDIA,DIESEL,2979.0,JAFFNA,BRAND NEW,16,,,,YUVO TECH PLUS 575DI
LAND VEHICLE,MAHINDRA,YUVO TECH PLUS 585DI,INDIA,DIESEL,2979.0,MONERAGALA,BRAND NEW,1,,,,YUVO TECH PLUS 585DI
LAND VEHICLE,MAHINDRA,YUVO TECH PLUS 585DI,INDIA,DIESEL,2979.0,BATTICALOA,BRAND NEW,1,,,,YUVO TECH PLUS 585DI
LAND VEHICLE,MAHINDRA,YUVO TECH PLUS 585DI,INDIA,DIESEL,2979.0,TRINCOMALEE,BRAND NEW,1,,,,YUVO TECH PLUS 585DI
LAND VEHICLE,MAHINDRA,YUVO TECH PLUS 585DI,INDIA,DIESEL,2979.0,JAFFNA,BRAND NEW,2,,,,YUVO TECH PLUS 585DI
LAND VEHICLE,MAHINDRA,YUVO TECH PLUS 585DI,INDIA,DIESEL,2979.0,AMPARA,BRAND NEW,3,,,,YUVO TECH PLUS 585DI
LAND VEHICLE,MAHINDRA,YUVO TECH PLUS 585DI,INDIA,DIESEL,2979.0,ANURADHAPURA,BRAND NEW,5,,,,YUVO TECH PLUS 585DI
LAND VEHICLE,MAHINDRA,YUVO TECH PLUS 585DI,INDIA,DIESEL,2979.0,KURUNEGALA,BRAND NEW,7,,,,YUVO TECH PLUS 585DI
LAND VEHICLE,MASSEY FERGUSON,MF135,UNITED KINGDOM,DIESEL,2500.0,GAMPAHA,RECONDITIONED,1,,,,MF135
LAND VEHICLE,MASSEY FERGUSON,MF135,JAPAN,DIESEL,2500.0,GAMPAHA,RECONDITIONED,1,,,,MF135
LAND VEHICLE,MASSEY FERGUSON,MF135,UNITED KINGDOM,DIESEL,2500.0,KILINOCHCHI,RECONDITIONED,1,,,,MF135
LAND VEHICLE,NEW HOLLAND,4710,INDIA,DIESEL,2700.0,BATTICALOA,BRAND NEW,1,,,,4710
LAND VEHICLE,NEW HOLLAND,4710,INDIA,DIESEL,2700.0,KURUNEGALA,BRAND NEW,1,,,,4710
LAND VEHICLE,NEW HOLLAND,4710,INDIA,DIESEL,2700.0,ANURADHAPURA,BRAND NEW,3,,,,4710
LAND VEHICLE,NEW HOLLAND,3230 TX 2WD,INDIA,DIESEL,2700.0,AMPARA,BRAND NEW,1,,,,3230 TX 2WD
LAND VEHICLE,NEW HOLLAND,3230 TX 2WD,INDIA,DIESEL,2700.0,ANURADHAPURA,BRAND NEW,2,,,,3230 TX 2WD
LAND VEHICLE,NEW HOLLAND,3230 TX 2WD,INDIA,DIESEL,2700.0,BATTICALOA,BRAND NEW,3,,,,3230 TX 2WD
LAND VEHICLE,SOLIS,4520,INDIA,DIESEL,2893.0,BATTICALOA,BRAND NEW,2,,,,4520
LAND VEHICLE,SOLIS,4520,INDIA,DIESEL,2893.0,MONERAGALA,BRAND NEW,2,,,,4520
LAND VEHICLE,SOLIS,4520,INDIA,DIESEL,2893.0,KILINOCHCHI,BRAND NEW,3,,,,4520
LAND VEHICLE,SOLIS,5020,INDIA,DIESEL,3067.0,RATNAPURA,BRAND NEW,1,,,,5020
LAND VEHICLE,SOLIS,5020,INDIA,DIESEL,3067.0,KURUNEGALA,BRAND NEW,1,,,,5020
LAND VEHICLE,SOLIS,5020,INDIA,DIESEL,3067.0,MULLATIVU,BRAND NEW,1,,,,5020
LAND VEHICLE,SOLIS,5020,INDIA,DIESEL,3067.0,TRINCOMALEE,BRAND NEW,1,,,,5020
LAND VEHICLE,SONALIKA,DI50RX - 4WD,INDIA,DIESEL,3067.0,MONERAGALA,BRAND NEW,1,,,,DI50RX - 4WD
LAND VEHICLE,SONALIKA,DI-50RX-2WD,INDIA,DIESEL,2893.0,POLONNARUWA,BRAND NEW,1,,,DI-50RX-2WD,Unknown
LAND VEHICLE,SONALIKA,DI-50RX-2WD,INDIA,DIESEL,2893.0,TRINCOMALEE,BRAND NEW,1,,,DI-50RX-2WD,Unknown
LAND VEHICLE,SONALIKA,DI-50RX-2WD,INDIA,DIESEL,2893.0,BATTICALOA,BRAND NEW,1,,,DI-50RX-2WD,Unknown
LAND VEHICLE,SWARAJ,855,INDIA,DIESEL,3478.2,VAVUNIYA,BRAND NEW,1,,,,855
LAND VEHICLE,SWARAJ,855,INDIA,DIESEL,3478.2,POLONNARUWA,BRAND NEW,1,,,,855
LAND VEHICLE,SWARAJ,855,INDIA,DIESEL,3478.2,AMPARA,BRAND NEW,1,,,,855
LAND VEHICLE,SWARAJ,855,INDIA,DIESEL,3478.2,ANURADHAPURA,BRAND NEW,2,,,,855
LAND VEHICLE,SWARAJ,855,INDIA,DIESEL,3478.2,BATTICALOA,BRAND NEW,2,,,,855
LAND VEHICLE,TAFE,4615,INDIA,DIESEL,2700.0,MULLATIVU,BRAND NEW,1,,,,4615
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2700.0,KILINOCHCHI,BRAND NEW,1,,,,45DI
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2500.0,HAMBANTOTA,BRAND NEW,1,,,,45DI
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2700.0,MONERAGALA,BRAND NEW,1,,,,45DI
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2700.0,AMPARA,BRAND NEW,1,,,,45DI
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2700.0,HAMBANTOTA,BRAND NEW,1,,,,45DI
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2700.0,TRINCOMALEE,BRAND NEW,1,,,,45DI
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2700.0,BATTICALOA,BRAND NEW,1,,,,45DI
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2700.0,COLOMBO,BRAND NEW,1,,,,45DI
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2500.0,MATALE,BRAND NEW,1,,,,45DI
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2500.0,PUTTALAM,BRAND NEW,2,,,,45DI
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2500.0,JAFFNA,BRAND NEW,3,,,,45DI
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2500.0,MULLATIVU,BRAND NEW,3,,,,45DI
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2500.0,KURUNEGALA,BRAND NEW,3,,,,45DI
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2500.0,VAVUNIYA,BRAND NEW,3,,,,45DI
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2700.0,PUTTALAM,BRAND NEW,3,,,,45DI
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2500.0,GAMPAHA,BRAND NEW,3,,,,45DI
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2700.0,ANURADHAPURA,BRAND NEW,5,,,,45DI
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2500.0,POLONNARUWA,BRAND NEW,6,,,,45DI
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2700.0,KURUNEGALA,BRAND NEW,7,,,,45DI
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2500.0,MANNAR,BRAND NEW,8,,,,45DI
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2500.0,TRINCOMALEE,BRAND NEW,11,,,,45DI
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2500.0,KILINOCHCHI,BRAND NEW,12,,,,45DI
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2500.0,ANURADHAPURA,BRAND NEW,14,,,,45DI
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2500.0,BATTICALOA,BRAND NEW,21,,,,45DI
LAND VEHICLE,TAFE,45DI,INDIA,DIESEL,2500.0,AMPARA,BRAND NEW,26,,,,45DI
LAND VEHICLE,TAFE,7250 DI,INDIA,DIESEL,2500.0,AMPARA,BRAND NEW,1,,,,7250 DI
LAND VEHICLE,TAFE,7250 DI,INDIA,DIESEL,2500.0,MONERAGALA,BRAND NEW,2,,,,7250 DI
LAND VEHICLE,TAFE,7250.DI,INDIA,DIESEL,2500.0,ANURADHAPURA,BRAND NEW,1,,,,7250.DI
LAND VEHICLE,TAFE,7250.DI,INDIA,DIESEL,2500.0,POLONNARUWA,BRAND NEW,1,,,,7250.DI
LAND VEHICLE,TAFE,7250.DI,INDIA,DIESEL,2500.0,GALLE,BRAND NEW,2,,,,7250.DI
LAND VEHICLE,YANMAR,YM358R,THAILAND,DIESEL,3319.0,TRINCOMALEE,BRAND NEW,1,,,,YM358R
LAND VEHICLE,YANMAR,YM358R,THAILAND,DIESEL,3319.0,KALUTARA,BRAND NEW,1,,,,YM358R
LAND VEHICLE,YANMAR,YM358R,THAILAND,DIESEL,3319.0,AMPARA,BRAND NEW,1,,,,YM358R
LAND VEHICLE,YANMAR,YM358R,THAILAND,DIESEL,3319.0,VAVUNIYA,BRAND NEW,1,,,,YM358R
LAND VEHICLE,YANMAR,YM358R,THAILAND,DIESEL,3319.0,PUTTALAM,BRAND NEW,1,,,,YM358R
LAND VEHICLE,YANMAR,YM358R,THAILAND,DIESEL,3319.0,ANURADHAPURA,BRAND NEW,3,,,,YM358R
LAND VEHICLE,YANMAR,YM358R,THAILAND,DIESEL,3319.0,KURUNEGALA,BRAND NEW,7,,,,YM358R
LAND VEHICLE (SMALL),FARM MASTER,FM300,VIETNAM,DIESEL,666.0,HAMBANTOTA,BRAND NEW,1,,,,FM300
LAND VEHICLE (SMALL),FARM MASTER,FM300,VIETNAM,DIESEL,666.0,POLONNARUWA,BRAND NEW,1,,,,FM300
LAND VEHICLE (SMALL),FARM MASTER,RT90,CHINA,DIESEL,487.0,PUTTALAM,BRAND NEW,1,,,,RT90
LAND VEHICLE (SMALL),FARM MASTER,RT90,CHINA,DIESEL,487.0,KANDY,BRAND NEW,1,,,,RT90
LAND VEHICLE (SMALL),FARM MASTER,RV125-2,CHINA,DIESEL,624.0,MONERAGALA,BRAND NEW,1,,,RV125-2,Unknown
LAND VEHICLE (SMALL),FARM MASTER,RV125-2,CHINA,DIESEL,624.0,AMPARA,BRAND NEW,1,,,RV125-2,Unknown
LAND VEHICLE (SMALL),FARM MASTER,RV125-2,CHINA,DIESEL,624.0,RATNAPURA,BRAND NEW,1,,,RV125-2,Unknown
LAND VEHICLE (SMALL),FARM MASTER,RV125-2,CHINA,DIESEL,624.0,HAMBANTOTA,BRAND NEW,1,,,RV125-2,Unknown
LAND VEHICLE (SMALL),FARM MASTER,RV125-2,CHINA,DIESEL,624.0,KILINOCHCHI,BRAND NEW,1,,,RV125-2,Unknown
LAND VEHICLE (SMALL),FARM MASTER,RV125-2,CHINA,DIESEL,624.0,POLONNARUWA,BRAND NEW,1,,,RV125-2,Unknown
LAND VEHICLE (SMALL),FARM MASTER,RV125-2,CHINA,DIESEL,624.0,KURUNEGALA,BRAND NEW,1,,,RV125-2,Unknown
LAND VEHICLE (SMALL),FARM MASTER,RV125-2,CHINA,DIESEL,624.0,ANURADHAPURA,BRAND NEW,2,,,RV125-2,Unknown
LAND VEHICLE (SMALL),KUBOTA,K18,JAPAN,DIESEL,230.0,TRINCOMALEE,RECONDITIONED,1,,,,K18
LAND VEHICLE (SMALL),KUBOTA,K550,JAPAN,DIESEL,375.0,COLOMBO,RECONDITIONED,1,,,,K550
LAND VEHICLE (SMALL),KUBOTA,K550A,JAPAN,DIESEL,375.0,JAFFNA,RECONDITIONED,1,,,,K550A
LAND VEHICLE (SMALL),KUBOTA,K600,JAPAN,DIESEL,220.0,MATALE,RECONDITIONED,1,,,,K600
LAND VEHICLE (SMALL),KUBOTA,K600A,JAPAN,DIESEL,422.0,GAMPAHA,RECONDITIONED,1,,,,K600A
LAND VEHICLE (SMALL),KUBOTA,K600A,JAPAN,DIESEL,422.0,KANDY,RECONDITIONED,1,,,,K600A
