Title,Price,Year,Fuel,Engine,Transmission,Posted,URL,Page,Price_Numeric
Suzuki Wagon R Premium 2017 Car,"Rs. 6,275,000",2017,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-homagama-10893692,9,6275000
Suzuki ALTO 2012 Car,,2012,,,,,https://riyasewana.com/buy/suzuki-alto-sale-polonnaruwa-10893690,9,0
Micro Panda Lc 2012 Car,,2012,,,,,https://riyasewana.com/buy/micro-panda-lc-sale-kegalle-10889652,9,0
Suzuki Alto 2015 Car,"Rs. 3,580,000",2015,,,,,https://riyasewana.com/buy/suzuki-alto-sale-kesbewa-10893689,9,3580000
Toyota Passo 2009 Car,"Rs. 4,775,000",2009,,,,,https://riyasewana.com/buy/toyota-passo-sale-colombo-10893688,9,4775000
Suzuki Alto L Import 2024 Car,,2024,,,,,https://riyasewana.com/buy/suzuki-alto-l-sale-homagama-10893684,9,0
Suzuki Alto 800 2016 Car,"Rs. 3,750,000",2016,,,,,https://riyasewana.com/buy/suzuki-alto-800-sale-bandaragama-10893683,9,3750000
Suzuki Alto 800 LXI 2015 Car,"Rs. 3,600,000",2015,,800 L,,,https://riyasewana.com/buy/suzuki-alto-800-sale-polgahawela-10893678,9,3600000
Toyota Prius 3rd Gen 2011 Car,"Rs. 9,600,000",2011,,,,,https://riyasewana.com/buy/toyota-prius-3rd-sale-homagama-10893677,9,9600000
Toyota Prius 2013 Car,,2013,,,,,https://riyasewana.com/buy/toyota-prius-sale-gampaha-10893671,9,0
Toyota Prius 4th Generation W51 2016 Car,,2016,,,,,https://riyasewana.com/buy/toyota-prius-4th-sale-matara-10893670,9,0
Toyota Allion 2015 Car,,2015,,,,,https://riyasewana.com/buy/toyota-allion-sale-kandy-10893669,9,0
Toyota Vitz Edition 3 2019 Car,"Rs. 8,750,000",2019,,,,,https://riyasewana.com/buy/toyota-vitz-edition-sale-divulapitiya-10893666,9,8750000
Honda FIT GP5 2014 Car,"Rs. 8,300,000",2014,,,,,https://riyasewana.com/buy/honda-fit-gp5-sale-kadawatha-10893665,9,8300000
Toyota Vitz 2008 Car,"Rs. 5,625,000",2008,,,,,https://riyasewana.com/buy/toyota-vitz-sale-moratuwa-10893662,9,5625000
Suzuki Alto Japan 2017 Car,"Rs. 5,350,000",2017,,,,,https://riyasewana.com/buy/suzuki-alto-japan-sale-maharagama-10893647,9,5350000
Suzuki ALTO 2006 Car,,2006,,,,,https://riyasewana.com/buy/suzuki-alto-sale-polonnaruwa-10893644,9,0
Toyota Corolla 1998 Car,"Rs. 5,300,000",1998,,,,,https://riyasewana.com/buy/toyota-corolla-sale-beruwala-10893641,9,5300000
Micro Panda Cross 2014 Car,"Rs. 3,390,000",2014,,,,,https://riyasewana.com/buy/micro-panda-cross-sale-kelaniya-10893631,9,3390000
Toyota NZE121 Japan 2004 Car,"Rs. 6,250,000",2004,,,,,https://riyasewana.com/buy/toyota-nze121-japan-sale-kadawatha-10893624,9,6250000
Nissan FB15 Super Saloon ECO 1999 Car,"Rs. 3,700,000",1999,,,,,https://riyasewana.com/buy/nissan-fb15-super-sale-polonnaruwa-10893623,9,3700000
Honda GP1 Fit Shes 2012 Car,"Rs. 6,790,000",2012,,,,,https://riyasewana.com/buy/honda-gp1-fit-sale-matara-10893621,9,6790000
Toyota Dx Wagon Ke74 1987 Car,"Rs. 1,525,000",1987,,,,,https://riyasewana.com/buy/toyota-dx-wagon-sale-kegalle-10893616,9,1525000
Chevrolet Cruze Gm Limited 2003 Car,"Rs. 4,075,000",2003,,,,,https://riyasewana.com/buy/chevrolet-cruze-gm-sale-piliyandala-10893611,9,4075000
Toyota Prius S 2013 Car,,2013,,,,,https://riyasewana.com/buy/toyota-prius-s-sale-matara-10893609,9,0
Toyota Premio G Superior 2008 Car,,2008,,,,,https://riyasewana.com/buy/toyota-premio-g-sale-galle-10893608,9,0
Suzuki Wagon R FX S Hybrid 2024 Car,"Rs. 8,150,000",2024,Hybrid,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-colombo-10871041,10,8150000
Honda FIT GP5 2014 Car,"Rs. 7,700,000",2014,,,,,https://riyasewana.com/buy/honda-fit-gp5-sale-chilaw-10889548,10,7700000
Suzuki Baleno 2016 Car,"Rs. 7,250,000",2016,,,,,https://riyasewana.com/buy/suzuki-baleno-sale-piliyandala-10885365,10,7250000
Micro Panda 2012 Car,"Rs. 2,675,000",2012,,,,,https://riyasewana.com/buy/micro-panda-sale-maharagama-10889028,10,2675000
Daihatsu Move X Limited 2023 Car,"Rs. 7,190,000",2023,,,,,https://riyasewana.com/buy/daihatsu-move-x-sale-kadawatha-10893604,10,7190000
BMW 520D 5 Series 2013 Car,,2013,,,,,https://riyasewana.com/buy/bmw-520d-5-sale-gampaha-10893597,10,0
Suzuki Swift Rs Turbo 2017 Car,,2017,,,,,https://riyasewana.com/buy/suzuki-swift-rs-sale-gampaha-10893595,10,0
Toyota Corolla 1997 Car,"Rs. 5,200,000",1997,,,,,https://riyasewana.com/buy/toyota-corolla-sale-beruwala-10893593,10,5200000
Honda Civic ES8 2005 Car,"Rs. 6,075,000",2005,,,,,https://riyasewana.com/buy/honda-civic-es8-sale-piliyandala-10893592,10,6075000
Suzuki Wagon R FX Safety 2024 Car,"Rs. 7,450,000",2024,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-colombo-10893590,10,7450000
Honda City 2025 Car,"Rs. 13,000,000",2025,,,,,https://riyasewana.com/buy/honda-city-sale-colombo-10893588,10,13000000
Mitsubishi Lancer CK1 1999 Car,"Rs. 3,900,000",1999,,,,,https://riyasewana.com/buy/mitsubishi-lancer-ck1-sale-homagama-10893586,10,3900000
Toyota Axio 2015 Car,"Rs. 9,900,000",2015,,,,,https://riyasewana.com/buy/toyota-axio-sale-embilipitiya-10893581,10,9900000
Suzuki ALTO 2015 Car,,2015,,,,,https://riyasewana.com/buy/suzuki-alto-sale-polonnaruwa-10893575,10,0
Suzuki Maruti 2006 Car,,2006,,,,,https://riyasewana.com/buy/suzuki-maruti-sale-piliyandala-10893573,10,0
Suzuki Swift ZC71 2007 Car,"Rs. 5,050,000",2007,,,,,https://riyasewana.com/buy/suzuki-swift-zc71-sale-colombo-10893572,10,5050000
Toyota Corona Premio CT210 1996 Car,"Rs. 3,975,000",1996,,,,,https://riyasewana.com/buy/toyota-corona-premio-sale-aluthgama-10893571,10,3975000
Suzuki Wagon R Stingray 2014 Car,"Rs. 5,550,000",2014,,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-piliyandala-10893567,10,5550000
Chery QQ 2007 Car,"Rs. 1,775,000",2007,,,,,https://riyasewana.com/buy/chery-qq-sale-matale-10893563,10,1775000
Toyota Corolla 110 2000 Car,"Rs. 3,690,000",2000,,,,,https://riyasewana.com/buy/toyota-corolla-110-sale-matale-10893553,10,3690000
Nissan March AK12 2002 Car,"Rs. 3,750,000",2002,,,,,https://riyasewana.com/buy/nissan-march-ak12-sale-colombo-10893552,10,3750000
Suzuki Maruti 2011 Car,,2011,,,,,https://riyasewana.com/buy/suzuki-maruti-sale-mirigama-10893550,10,0
Toyota VITZ 2ND EDITION SAFETY 2018 Car,"Rs. 8,375,000",2018,,,,,https://riyasewana.com/buy/toyota-vitz-2nd-sale-katunayake-10893547,10,8375000
Suzuki Alto Japan 2015 Car,,2015,,,,,https://riyasewana.com/buy/suzuki-alto-japan-sale-pannipitiya-10893546,10,0
Micro Panda 2014 Car,"Rs. 2,995,000",2014,,,,,https://riyasewana.com/buy/micro-panda-sale-gampaha-10893539,10,2995000
Daihatsu TAFT G GRADE 2023 Car,"Rs. 8,225,000",2023,,,,,https://riyasewana.com/buy/daihatsu-taft-g-sale-horana-10893538,10,8225000
Micro Panda 2015 Car,"Rs. 3,070,000",2015,,,,,https://riyasewana.com/buy/micro-panda-sale-galle-10893537,10,3070000
BMW E39 520i 1998 Car,"Rs. 6,300,000",1998,,,,,https://riyasewana.com/buy/bmw-e39-520i-sale-malabe-10893531,10,6300000
Nissan Trad Sunny HB12 1987 Car,"Rs. 1,700,000",1987,,,,,https://riyasewana.com/buy/nissan-trad-sunny-sale-kurunegala-10893524,10,1700000
Suzuki Swift Centre Antenna 2004 Car,"Rs. 3,975,000",2004,,,,,https://riyasewana.com/buy/suzuki-swift-centre-sale-battaramulla-10893515,10,3975000
Honda CIVIC ES1 2004 Car,"Rs. 5,500,000",2004,,,,,https://riyasewana.com/buy/honda-civic-es1-sale-homagama-10893514,10,5500000
Toyota Vitz 2016 Car,"Rs. 6,800,000",2016,,,,,https://riyasewana.com/buy/toyota-vitz-sale-kiribathgoda-10893510,10,6800000
Suzuki Wagon R Hybrid 2024 Car,"Rs. 7,450,000",2024,Hybrid,,,,https://riyasewana.com/buy/suzuki-wagon-r-sale-ragama-10893504,10,7450000
Toyota Vitz Safety Edition 2017 Car,"Rs. 7,450,000",2017,,,,,https://riyasewana.com/buy/toyota-vitz-safety-sale-colombo-10893503,10,7450000
Suzuki Alto 2015 Car,"Rs. 3,925,000",2015,,,,,https://riyasewana.com/buy/suzuki-alto-sale-matugama-10893493,10,3925000
Hyundai Accent 2001 Car,"Rs. 875,000",2001,,,,,https://riyasewana.com/buy/hyundai-accent-sale-homagama-10893489,10,875000
Nissan FB15 Super Saloon 2000 Car,"Rs. 4,350,000",2000,,,,,https://riyasewana.com/buy/nissan-fb15-super-sale-pannala-10893488,10,4350000
Daihatsu Mira X Limited 2025 Car,"Rs. 7,050,000",2025,,,,,https://riyasewana.com/buy/daihatsu-mira-x-sale-kadawatha-10893480,10,7050000
Tata Indica 2004 Car,"Rs. 1,800,000",2004,,,,,https://riyasewana.com/buy/tata-indica-sale-malabe-10893478,10,1800000
Toyota Roomy Custom GT 2023 Car,"Rs. 11,490,000",2023,,,,,https://riyasewana.com/buy/toyota-roomy-custom-sale-colombo-10893477,10,11490000
Suzuki Alto K10 2015 Car,"Rs. 4,190,000",2015,,,,,https://riyasewana.com/buy/suzuki-alto-k10-sale-ratnapura-10893475,10,4190000
Peugeot 406 2003 Car,"Rs. 2,975,000",2003,,,,,https://riyasewana.com/buy/peugeot-406-sale-homagama-10893473,10,2975000
Suzuki Maruti 800 2011 Car,"Rs. 2,350,000",2011,,,,,https://riyasewana.com/buy/suzuki-maruti-800-sale-piliyandala-10893469,10,2350000
Nissan March K11 1997 Car,"Rs. 550,000",1997,,,,,https://riyasewana.com/buy/nissan-march-k11-sale-dehiwala-mount-lavinia-10893468,10,550000
